,Name,symbol,Emissions (tCO2e),PARENT CO. PERCENT OWNERSHIP
NEXTERA ENERGY INC,Ponderosa Gathering LLC,NEE,124550.928,100.0
NEXTERA ENERGY INC,Agua Dulce Compressor Station,NEE,52394.078,100.0
NEXTERA ENERGY INC,"Trinity Operating (USG), LLC - Arkla Basin (230)",NEE,28062.56,100.0
NGL ENERGY PARTNERS LP,Bostco Terminal,NGL,39963.4,42.5
NISOURCE INC,Sugar Creek Generating Station,NI,1282819.256,100.0
NISOURCE INC,R M Schahfer Generating Station,NI,3485483.182,100.0
NISOURCE INC,Bailly Generating Station,NI,0.0,100.0
NISOURCE INC,Michigan City Generating Station,NI,1564663.026,100.0
NISOURCE INC,Columbia Gas of Pennsylvania,NI,128050.7,100.0
NISOURCE INC,Columbia Gas of Ohio,NI,246119.8,100.0
NISOURCE INC,NIPSCO GAS,NI,115194.522,100.0
NISOURCE INC,Columbia Gas of Virginia,NI,31734.7,100.0
NISOURCE INC,Columbia Gas of Kentucky,NI,32927.85,100.0
NISOURCE INC,NIPSCO Electric Transmission,NI,4986.36,100.0
NORTHROP GRUMMAN CORP,ATK Launch Systems LLC,NOC,49600.404,100.0
NORTHROP GRUMMAN CORP,ALLEGANY BALLISTICS LABORATORY,NOC,26484.0,100.0
NORTHWEST NATURAL HOLDING CO,NW Natural - Oregon,NWN,57589.55,100.0
NORTHWEST NATURAL HOLDING CO,NW Natural - Washington,NWN,8790.85,100.0
NORTHWESTERN CORP,Colstrip,NWE,8340434.342,10.6
NORTHWESTERN CORP,Big Stone,NWE,1898795.174,23.4
NORTHWESTERN CORP,George Neal South,NWE,684517.908,8.681
NORTHWESTERN CORP,NORTHWESTERN ENERGY/GTS,NWE,25209.65,100.0
NORTHWESTERN CORP,"NorthWestern Energy, SD LDC",NWE,7154.6,100.0
NORTHWESTERN CORP,Coyote,NWE,2660682.146,10.0
NORTHWESTERN CORP,Dave Gates Generating Station,NWE,126594.532,100.0
NORTHWESTERN CORP,NorthWestern Energy NE LDC,NWE,4071.15,100.0
NORTHWESTERN CORP,Aberdeen Generating Station,NWE,19778.752,100.0
NRG ENERGY INC,Sunrise Power Company,NRG,1123424.336,100.0
NRG ENERGY INC,Astoria Gas Turbine Power,NRG,15685.348,100.0
NRG ENERGY INC,El Segundo,NRG,191057.744,100.0
NRG ENERGY INC,Long Beach Generating Station,NRG,30923.388,100.0
NRG ENERGY INC,Cedar Bayou 4,NRG,695362.972,50.0
NRG ENERGY INC,Arthur Kill,NRG,547911.745,100.0
NRG ENERGY INC,Cedar Bayou,NRG,1106807.448,100.0
NRG ENERGY INC,Joliet 29,NRG,621087.692,100.0
NRG ENERGY INC,Montville,NRG,27147.777,100.0
NRG ENERGY INC,Indian River,NRG,150719.57,100.0
NRG ENERGY INC,Joliet 9,NRG,13861.748,100.0
NRG ENERGY INC,Powerton,NRG,1179182.344,100.0
NRG ENERGY INC,Waukegan,NRG,767837.808,100.0
NRG ENERGY INC,Will County,NRG,395135.572,100.0
NRG ENERGY INC,MIDWAY-SUNSET COGENERATION CO.,NRG,385857.648,50.0
NRG ENERGY INC,Greens Bayou,NRG,90125.76,100.0
NRG ENERGY INC,Limestone,NRG,6128526.008,100.0
NRG ENERGY INC,San Jacinto Steam Electric Station,NRG,690069.392,100.0
NRG ENERGY INC,Middletown,NRG,207488.592,100.0
NRG ENERGY INC,W A Parish,NRG,10513727.034,100.0
NRG ENERGY INC,Oswego Harbor Power,NRG,56230.907,100.0
NRG ENERGY INC,Gregory Power Facility,NRG,240923.856,100.0
NRG ENERGY INC,T H Wharton,NRG,519701.816,100.0
NRG ENERGY INC,Ivanpah Solar Electric Generating Facility,NRG,80345.552,50.1
NUCOR CORP,NUCOR STEEL SEATTLE INC,NUE,119980.328,100.0
NUCOR CORP,NUCOR STEEL - BERKELEY,NUE,653514.15,100.0
NUCOR CORP,"NUCOR STEEL KANKAKEE, INC.",NUE,120616.448,100.0
NUCOR CORP,NUCOR STEEL HERTFORD COUNTY,NUE,251729.896,100.0
NUCOR CORP,NUCOR STEEL MEMPHIS INC,NUE,140828.568,100.0
NUCOR CORP,"Nucor Steel Tuscaloosa, Inc.",NUE,275136.816,100.0
NUCOR CORP,NUCOR STEEL INDIANA,NUE,333176.29,100.0
NUCOR CORP,NUCOR STEEL BIRMINGHAM INC,NUE,91580.528,100.0
NUCOR CORP,Nucor Steel Gallatin LLC,NUE,215528.216,100.0
NUCOR CORP,NUCOR STEEL - UTAH,NUE,263659.228,100.0
NUCOR CORP,NUCOR STEEL-TEXAS,NUE,160664.368,100.0
NUCOR CORP,NUCOR STEEL DECATUR,NUE,551514.698,100.0
NUCOR CORP,NUCOR STEEL JACKSON INC,NUE,103343.168,100.0
NUCOR CORP,NUCOR STEEL AUBURN INC,NUE,87275.944,100.0
NUCOR CORP,"NUCOR STEEL MARION, INC. (0351010017)",NUE,77700.624,100.0
NUCOR CORP,NUCOR-YAMATO STEEL CO,NUE,399978.312,51.0
NUCOR CORP,NUCOR STEEL NEBRASKA,NUE,189438.012,100.0
NUCOR CORP,NUCOR STEEL - ARKANSAS,NUE,425375.044,100.0
NUCOR CORP,NUCOR STEEL DARLINGTON,NUE,203666.256,100.0
NUCOR CORP,Nucor Steel Louisiana LLC,NUE,1068284.524,100.0
NUCOR CORP,Nucor Steel Longview,NUE,60628.684,100.0
NUCOR CORP,Nucor Fastener Indiana,NUE,24854.656,100.0
NUCOR CORP,"Nucor Steel Sedalia, LLC",NUE,25864.984,100.0
O-I GLASS INC,OWENS BROCKWAY GLASS CONTAINER INCORPORATED,OI,71807.224,100.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC PLANT 28,OI,109283.576,100.0
O-I GLASS INC,OWENS BROCKWAY GLASS CONTAINER INC. PLT 19,OI,83143.144,100.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC PLT 18,OI,22122.38,100.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC PLANT #35,OI,78718.884,100.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC.,OI,89060.9,100.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT 09,OI,67168.02,100.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC PLANT NO 12,OI,78983.236,100.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. - PLANT 06,OI,62548.384,100.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT 29,OI,48464.524,100.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. PlANT 26,OI,55300.548,100.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT 21,OI,21193.232,100.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT 08,OI,70195.42,100.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT #15,OI,95670.392,100.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT #23,OI,61258.576,100.0
OASIS PETROLEUM INC,Oasis Petroleum,OAS,441987.444,100.0
OASIS PETROLEUM INC,Oasis Midstream Partners (OMP),OAS,254556.178,100.0
OASIS PETROLEUM INC,Wild Basin Gas Processing and Crude Handling Facility,OAS,62888.028,100.0
OASIS PETROLEUM INC,Oasis Petroleum Permian LLC,OAS,95208.676,100.0
OCCIDENTAL PETROLEUM CORP,BLOCK 31 GAS PLANT,OXY,79924.216,100.0
OCCIDENTAL PETROLEUM CORP,OCCIDENTAL CHEMICAL CORP - CONVENT FACILITY,OXY,70280.536,100.0
OCCIDENTAL PETROLEUM CORP,Occidental Chemical Corporation,OXY,102793.312,100.0
OCCIDENTAL PETROLEUM CORP,OCCIDENTAL CHEMICAL CORPORATION INGLESIDE PLANT,OXY,1895249.072,100.0
OCCIDENTAL PETROLEUM CORP,OCCIDENTAL CHEMICAL CORPORATION - GEISMAR PLANT,OXY,128691.8,100.0
OCCIDENTAL PETROLEUM CORP,OCCIDENTAL CHEMICAL CORPORATION - Ludington facility,OXY,27845.396,100.0
OCCIDENTAL PETROLEUM CORP,OCCIDENTAL CHEMICAL CORPORATION - Taft Facility,OXY,2317746.56,100.0
OCCIDENTAL PETROLEUM CORP,"Oxy Vinyls, LP- Pasadena Facility",OXY,106512.448,100.0
OCCIDENTAL PETROLEUM CORP,OXY VINYLS LP - Deer Park VCM Facility,OXY,91543.508,100.0
OCCIDENTAL PETROLEUM CORP,OXY VINYLS LP - Deer Park PVC,OXY,40692.896,100.0
OCCIDENTAL PETROLEUM CORP,OXY VINYLS LP - LA PORTE VCM PLANT,OXY,1248105.08,100.0
OCCIDENTAL PETROLEUM CORP,"Boomvang Spar, East Breaks 643 Platform",OXY,24833.194,100.0
OCCIDENTAL PETROLEUM CORP,"Marco Polo TLP, Green Canyon 608 Platform",OXY,52365.014,100.0
OCCIDENTAL PETROLEUM CORP,"Nansen Spar, East Breaks 602 Platform",OXY,3041.568,100.0
OCCIDENTAL PETROLEUM CORP,"Gunnison Spar, Garden Banks 668 Platform",OXY,9935.388,100.0
OCCIDENTAL PETROLEUM CORP,"Constitution Spar, Green Canyon 680 Platform",OXY,105275.7,100.0
OCCIDENTAL PETROLEUM CORP,Granger Gas Plant,OXY,123314.516,100.0
OCCIDENTAL PETROLEUM CORP,Mallet CO2 Recovery Plant,OXY,68679.182,100.0
OCCIDENTAL PETROLEUM CORP,SALT CREEK FIELD GAS PLANT,OXY,40358.922,20.0
OCCIDENTAL PETROLEUM CORP,SLAUGHTER GASOLINE PLANT,OXY,39493.106,100.0
OCCIDENTAL PETROLEUM CORP,WASSON CO2 REMOVAL PLANT,OXY,54623.936,86.1
OCCIDENTAL PETROLEUM CORP,WILLARD CO2 SEPARATION PLANT,OXY,106150.396,54.0
OCCIDENTAL PETROLEUM CORP,NORTH CROSS COMP STATION 4,OXY,1870.246,93.95
OCCIDENTAL PETROLEUM CORP,Terrell Gas Plant,OXY,6402.59,54.0
OCCIDENTAL PETROLEUM CORP,INDIAN BASIN GAS PLANT,OXY,8793.716,39.1
OCCIDENTAL PETROLEUM CORP,"Horn Mountain MMS Platform ID 02481, Complex ID 876-1",OXY,16620.174,100.0
OCCIDENTAL PETROLEUM CORP,"Holstein, MMS Platform ID 02481, Complex ID 1035-1",OXY,65535.426,100.0
OCCIDENTAL PETROLEUM CORP,Century Gas Plant,OXY,15046.83,100.0
OCCIDENTAL PETROLEUM CORP,DENVER UNIT CO 2 RECOVERY PLANT,OXY,151545.264,53.0
OCCIDENTAL PETROLEUM CORP,"Marlin, Platform ID 02481, Complex ID 235-1",OXY,90958.082,100.0
OCCIDENTAL PETROLEUM CORP,Oxy Permian Basin - 430,OXY,3221437.482,100.0
OCCIDENTAL PETROLEUM CORP,Denver Basin - AAPG Province 540,OXY,307093.228,100.0
OCCIDENTAL PETROLEUM CORP,Powder River Basin - AAPG Province 515,OXY,38252.76,100.0
OCCIDENTAL PETROLEUM CORP,"Lucius Spar, Keathley Canyon 875 Platform",OXY,111498.506,100.0
OCCIDENTAL PETROLEUM CORP,Delaware Basin Gas Plant,OXY,47632.086,50.0
OCCIDENTAL PETROLEUM CORP,"OXY USA Inc., Permian Basin G&B - 430",OXY,1073213.612,100.0
OCCIDENTAL PETROLEUM CORP,"Heidelberg Spar, Green Canyon 860 Platform",OXY,52394.126,100.0
OGE ENERGY CORP,Redbud Power Plant,OGE,2424642.912,51.0
OGE ENERGY CORP,Horseshoe Lake,OGE,647926.4,100.0
OGE ENERGY CORP,Muskogee,OGE,2393029.762,100.0
OGE ENERGY CORP,Seminole (2956),OGE,1523865.652,100.0
OGE ENERGY CORP,Sooner,OGE,2536102.684,100.0
OGE ENERGY CORP,Mustang,OGE,572397.48,100.0
OGE ENERGY CORP,Frontier Generating Station,OGE,97909.976,100.0
OGE ENERGY CORP,Oklahoma Gas & Electric Co.,OGE,32902.68,100.0
OGE ENERGY CORP,McClain Energy Facility,OGE,1121099.044,77.0
OGE ENERGY CORP,River Valley Generating Station,OGE,1049139.88,100.0
OLIN CORP,"OLIN WINCHESTER, LLC",OLN,18287.826,100.0
OLIN CORP,Olin Chlor Alkali Products,OLN,19024.928,100.0
OLIN CORP,Olin Corporation,OLN,40706.796,100.0
OLIN CORP,"Olin Blue Cube, Freeport, TX",OLN,2111427.856,100.0
OLIN CORP,Olin Chlor Alkali Products,OLN,9293.616,100.0
ONE GAS INC,Kansas Gas Service,OGS,96672.4,100.0
ONE GAS INC,Oklahoma Natural Gas Co.,OGS,149571.85,100.0
ONE GAS INC,Texas Gas Service,OGS,120718.3,100.0
ONEOK INC,VGT CS 2207,OKE,7434.578,100.0
ONEOK INC,WTX - CS Red River CS No. 1 (Wheeler),OKE,45020.824,100.0
ONEOK INC,WTX - CS Red River CS No. 2 (Lamesa),OKE,41595.03,100.0
ONEOK INC,OFS GPRP Panther Creek Gas Plant,OKE,4641.832,100.0
ONEOK INC,OFS GPRP Custer Gas Plant,OKE,65831.226,100.0
ONEOK INC,OFS GPRP Antelope Hills Gas Plant,OKE,26518.436,100.0
ONEOK INC,GPLC JOLIET SALES,OKE,19259.394,100.0
ONEOK INC,MGT Potomac 2118,OKE,15310.56,100.0
ONEOK INC,VGT CS 2204,OKE,6347.582,100.0
ONEOK INC,OHL NGLP Medford Plant,OKE,200108.898,100.0
ONEOK INC,OHL NGLP Hutchinson Plant,OKE,59816.826,100.0
ONEOK INC,ONEOK Bushton Plant,OKE,328274.476,100.0
ONEOK INC,MBI NGLP Mont Belvieu Plant,OKE,216512.186,80.0
ONEOK INC,OFS GPRP Maysville,OKE,251974.016,100.0
ONEOK INC,OFS GPRP Woodward Gas Plant,OKE,57415.646,100.0
ONEOK INC,BPE GPRP Grasslands Gas Plant,OKE,77750.864,100.0
ONEOK INC,BPE GPRP Garden Creek,OKE,74298.384,100.0
ONEOK INC,BPE GPRP Stateline,OKE,89132.978,100.0
ONEOK INC,OFS GPRP Canadian Valley,OKE,52270.686,100.0
ONEOK INC,OHL NGLP Mont Belvieu NGL Fractionation and Storage Complex,OKE,257457.08,100.0
ONEOK INC,ORM GPRP Lonesome Creek Gas Plant,OKE,42056.596,100.0
ONEOK INC,"ONEOK Rockies Midstream, L.L.C. 515 Powder River Basin GB",OKE,35373.716,100.0
ONEOK INC,"ONEOK Field Services Company, L.L.C. 375 Sedgwick Basin GB",OKE,64877.26,100.0
ONEOK INC,"ONEOK Field Services Company, L.L.C. 360 Anadarko Basin GB",OKE,740450.928,100.0
ONEOK INC,"ONEOK Field Services Company, L.L.C. 350 South Oklahoma Folded Belt GB",OKE,115562.274,100.0
ONEOK INC,"ONEOK Rockies Midstream, L.L.C. 395 Williston Basin GB",OKE,268961.98,100.0
ONEOK INC,"ONEOK Gas Transportation, L.L.C.",OKE,12309.6244555,100.0
ONEOK INC,OWT CS Ector County Compressor Station,OKE,33371.544,100.0
ONEOK INC,OWT CS Future Site Compressor Station,OKE,38251.682,100.0
ONEOK INC,ORM GPRP Demicks Lake Gas Plant,OKE,52265.51,100.0
ORANGE COUNTY,Orange County Regional Landfill,OBT,23940.5,100.0
OTTER TAIL CORP,Solway Plant,OTTR,28249.296,100.0
OTTER TAIL CORP,Hoot Lake,OTTR,239930.472,100.0
OTTER TAIL CORP,Big Stone,OTTR,1898795.174,53.9
OTTER TAIL CORP,Coyote,OTTR,2660682.146,35.0
OTTER TAIL CORP,Otter Tail Power Co. Transmisstion & Distribution System,OTTR,1073.88,100.0
OVINTIV INC,"Validus Energy Aquilas AssetCo, LLC",OVV,115272.138,100.0
OVINTIV INC,Ovintiv USA Inc. 350.South Oklahoma Folded Belt,OVV,54502.702,100.0
OVINTIV INC,Ovintiv USA Inc - Permian Basin,OVV,489686.288,100.0
OVINTIV INC,Ovintiv USA Inc. 575.Uinta,OVV,93590.512,100.0
OVINTIV INC,Ovintiv USA Inc. 355.Chautauqua Platform,OVV,55801.11,100.0
OVINTIV INC,Ovintiv USA Inc. 360.Anadarko Basin,OVV,322405.972,100.0
OVINTIV INC,Ovintiv USA Inc. 395.Williston Basin,OVV,300182.372,100.0
OVINTIV INC,Ovintiv USA Inc. 575 Uinta Gathering and Boosting,OVV,63500.494,100.0
OVINTIV INC,"Validus Energy Aquilas AssetCo, LLC",OVV,292388.256,100.0
OVINTIV INC,Ovintiv USA Inc. - Permian Gathering,OVV,105416.32,100.0
OWENS CORNING,"OWENS CORNING INSULATING SYSTEMS, LLC - WAXAHACHIE",OC,51374.964,100.0
OWENS CORNING,"OWENS CORNING INSULATING SYSTEMS, LLC - DELMAR",OC,39030.704,100.0
OWENS CORNING,"OWENS CORNING INSULATING SYSTEMS, LLC - KANSAS CITY",OC,12307.104,100.0
OWENS CORNING,"OWENS CORNING INSULATING SYSTEMS, LLC - NEWARK",OC,43855.588,100.0
OWENS CORNING,"OWENS CORNING INSULATING SYSTEMS, LLC - FAIRBURN",OC,26947.252,100.0
OWENS CORNING,Owens Corning - Amarillo Plant,OC,60809.192,100.0
OWENS CORNING,PITTSBURGH CORNING CORPORATION,OC,24606.916,100.0
OWENS CORNING,OWENS CORNING - JACKSON TN,OC,40862.72,100.0
OWENS CORNING,THERMAFIBER INC,OC,30963.906,100.0
OWENS CORNING,"Owens Corning Vitrotex, LLC",OC,25315.072,100.0
OWENS CORNING,"Fiberteq, LLC",OC,27566.896,50.0
OWENS CORNING,Owens Corning,OC,28426.492,100.0
OWENS CORNING,"OWENS CORNING INSULATING SYSTEMS, LLC - JOPLIN",OC,45400.282,100.0
PACKAGING CORP OF AMERICA,BOISE PAPER,PKG,190355.474,100.0
PACKAGING CORP OF AMERICA,BOISE WHITE PAPER MILL,PKG,105056.764,100.0
PACKAGING CORP OF AMERICA,PACKAGING CORP. OF AMERICA,PKG,68272.482,100.0
PACKAGING CORP OF AMERICA,PACKAGING CORPORATION OF AMERICA-TOMAHAWK,PKG,158044.656,100.0
PACKAGING CORP OF AMERICA,PACKAGING CORPORATION OF AMERICA,PKG,272876.324,100.0
PACKAGING CORP OF AMERICA,PACKAGING CORPORATION OF AMERICA,PKG,228979.296,100.0
PACKAGING CORP OF AMERICA,Packaging Corporation of America,PKG,320738.862,100.0
PACKAGING CORP OF AMERICA,BOISE WHITE PAPER LLC,PKG,154517.582,100.0
PAR PACIFIC HOLDINGS INC,WYOMING REFINING COMPANY,PARR,119662.628,100.0
PAR PACIFIC HOLDINGS INC,REFINERY KAPOLEI,PARR,530127.598,100.0
PAR PACIFIC HOLDINGS INC,US OIL & REFINING TACOMA,PARR,163311.002,100.0
PAR PACIFIC HOLDINGS INC,Par West Refinery,PARR,89481.006,100.0
PARK-OHIO HOLDINGS CORP,Canton Drop Forge,PKOH,22022.868,100.0
PBF ENERGY INC,Toledo Refining Company,PBF,1156766.694,100.0
PBF ENERGY INC,Delaware City Refinery,PBF,3508262.75,100.0
PBF ENERGY INC,TORRANCE REFINING COMPANY LLC,PBF,2805921.736,100.0
PBF ENERGY INC,Paulsboro Refining Company LLC,PBF,1358697.992,100.0
PDC ENERGY INC,PDC Energy 540 Denver Basin,PDCE,899370.592,100.0
PDC ENERGY INC,"PDC Permian, Inc. 430 Permian Basin",PDCE,184763.958,100.0
PEABODY ENERGY CORP,Twentymile Mine,BTU,51161.534,100.0
PEABODY ENERGY CORP,Francisco Underground Mine,BTU,377155.4,100.0
PEABODY ENERGY CORP,Wildcat Hills Mine,BTU,30218.25,100.0
PEABODY ENERGY CORP,Gateway North Mine,BTU,33883.498,100.0
PEPSICO INC,QUAKER MFG LLC,PEP,27896.444,100.0
PEPSICO INC,Frito-Lay COGEN PLANT,PEP,46882.324,100.0
PEPSICO INC,TROPICANA MANUFACTURING CO INC,PEP,139789.63,100.0
PEPSICO INC,TROPICANA MANUFACTURING COMPANY INC,PEP,25041.846,100.0
PEPSICO INC,"FRITO-LAY, INC. - PERRY PLANT",PEP,28300.344,100.0
PEPSICO INC,FRITO-LAY,PEP,38956.252,100.0
PEPSICO INC,"FRITO-LAY, INCORPORATED",PEP,25203.656,100.0
PEPSICO INC,FRITO-LAY INC,PEP,55436.992,100.0
PEPSICO INC,FritoLay,PEP,30089.936,100.0
PEPSICO INC,Frito Lay Modesto,PEP,26038.252,100.0
PEPSICO INC,Frito Lay Inc.,PEP,25581.904,100.0
PFIZER INC,"PHARMACIA & UPJOHN COMPANY, LLC",PFE,106365.76,100.0
PFIZER INC,Pfizer,PFE,46353.776,100.0
PFIZER INC,Pfizer,PFE,97468.636,100.0
PFIZER INC,WYETH LLC/COLLEGEVILLE,PFE,27900.344,100.0
PG&E CORP,PG&E BURNEY COMPRESSOR STATION,PCG,74410.128,100.0
PG&E CORP,PG&E KETTLEMAN COMPRESSOR STATION,PCG,23438.676,100.0
PG&E CORP,PG&E TOPOCK COMPRESSOR STATION,PCG,23949.568,100.0
PG&E CORP,PG&E HINKLEY COMPRESSOR STATION,PCG,64468.386,100.0
PG&E CORP,PACIFIC GAS AND ELECTRIC COMPANY,PCG,281735.2,100.0
PG&E CORP,PG&E GERBER COMPRESSOR STATION,PCG,61285.526,100.0
PG&E CORP,PG&E DELEVAN COMPRESSOR STATION,PCG,41024.662,100.0
PG&E CORP,PG&E COLUSA GENERATING STATION,PCG,1179882.528,100.0
PG&E CORP,PG&E HUMBOLDT BAY,PCG,227486.864,100.0
PG&E CORP,PG&E GATEWAY GENERATING STATION,PCG,1143646.36,100.0
PG&E CORP,PG&E TIONESTA COMPRESSOR STATION,PCG,26312.956,100.0
PG&E CORP,Pacific Gas and Electric Company (PG&E) - SF6 Emissions,PCG,56607.84,100.0
PG&E CORP,PG&E Transmission Blowdown,PCG,113329.4393023,100.0
PHILLIPS 66,SWEENY COGENERATION FACILITY,PSX,3326193.338,100.0
PHILLIPS 66,PHILLIPS 66 CO - ALLIANCE REFINERY,PSX,1548007.342,100.0
PHILLIPS 66,Phillips 66 Ponca City Refinery,PSX,1785331.932,100.0
PHILLIPS 66,Phillips 66 Los Angeles Refinery - Carson Plant,PSX,831184.604,100.0
PHILLIPS 66,Mexico Compressor Station,PSX,2054.896,25.0
PHILLIPS 66,Wamsutter Compressor Station,PSX,9053.274,25.0
PHILLIPS 66,Bainbridge Compressor Station,PSX,49816.116,25.0
PHILLIPS 66,Blue Mound Compressor Station,PSX,1314.246,25.0
PHILLIPS 66,"CHEVRON PHILLIPS CHEMICAL COMPANY, LP PORT ARTHUR PLANT",PSX,889019.872,50.0
PHILLIPS 66,MCFS-CONWAY FRACTIONATOR,PSX,131893.358,40.0
PHILLIPS 66,Bertrand Compressor Station,PSX,24684.812,25.0
PHILLIPS 66,Steele City Compressor Station,PSX,5202.732,25.0
PHILLIPS 66,Arlington Compressor Station,PSX,1114.548,25.0
PHILLIPS 66,Meeker Compressor Station,PSX,29843.446,25.0
PHILLIPS 66,Echo Springs Compressor Station,PSX,15790.442,25.0
PHILLIPS 66,Phillips 66 BAYWAY REFINERY,PSX,2165204.088,100.0
PHILLIPS 66,Gulf Coast Fractionators,PSX,152989.326,22.5
PHILLIPS 66,MBI NGLP Mont Belvieu Plant,PSX,216512.186,10.0
PHILLIPS 66,SWEENY REFINERY,PSX,1686127.882,100.0
PHILLIPS 66,PHILLIPS 66 CO - LAKE CHARLES REFINERY,PSX,1383803.482,100.0
PHILLIPS 66,PHILLIPS 66 SANTA MARIA REFINERY,PSX,175062.39,100.0
PHILLIPS 66,BORGER REFINERY,PSX,1975631.638,100.0
PHILLIPS 66,SAN FRANCISCO REFINERY AT RODEO,PSX,1308635.59,100.0
PHILLIPS 66,Phillips 66 Los Angeles Refinery - Wilmington Plant,PSX,1607866.462,100.0
PHILLIPS 66,CHEVRON PHILLIPS - SWEENY COMPLEX,PSX,1243346.15,50.0
PHILLIPS 66,PHILLIPS 66 BILLINGS REFINERY,PSX,940006.272,100.0
PHILLIPS 66,WRB Refining LP Wood River Refinery,PSX,3590054.962,100.0
PHILLIPS 66,PHILLIPS 66 FERNDALE REFINERY,PSX,801159.134,100.0
PHILLIPS 66,Big Hole Compressor Station,PSX,5973.93,25.0
PHILLIPS 66,Chandersville Compressor Station,PSX,204134.19,25.0
PHILLIPS 66,Seneca Compressor Station,PSX,19891.48,25.0
PHILLIPS 66,Phillips 66 Old Ocean NGL Fractionation Plant,PSX,129705.774,100.0
PHILLIPS 66,Columbus Compressor Station,PSX,222831.014,25.0
PHILLIPS 66,Washington Court House Compressor Station,PSX,149113.44,25.0
PHILLIPS 66,St. Paul Compressor Station,PSX,143611.564,25.0
PHILLIPS 66,Beaumont Terminal,PSX,2123.572,100.0
PINNACLE WEST CAPITAL CORP,Sundance Power Plant,PNW,252848.264,100.0
PINNACLE WEST CAPITAL CORP,Redhawk Generating Facility,PNW,2098821.772,100.0
PINNACLE WEST CAPITAL CORP,Cholla,PNW,3819609.034,47.0
PINNACLE WEST CAPITAL CORP,APS West Phoenix Power Plant,PNW,1659120.48,100.0
PINNACLE WEST CAPITAL CORP,APS Saguaro Power Plant,PNW,81109.748,100.0
PINNACLE WEST CAPITAL CORP,Yucca Power Plant,PNW,287130.636,71.0
PINNACLE WEST CAPITAL CORP,Four Corners Steam Elec Station,PNW,7524965.274,63.0
PINNACLE WEST CAPITAL CORP,Ocotillo Power Plant,PNW,389887.504,100.0
PINNACLE WEST CAPITAL CORP,Arizona Public Service Company,PNW,40777.8,83.88
PINNACLE WEST CAPITAL CORP,Salt River Project - T & D Equipment,PNW,7334.76,10.8
PIONEER NATURAL RESOURCES CO,TARGA MIDKIFF GAS PROCESSING PLANT,PXD,231551.28872305623,27.0
PIONEER NATURAL RESOURCES CO,TARGA BENEDUM EDWARD JOYCE GAS PROCESSING PLANT,PXD,232835.51299284468,27.0
PIONEER NATURAL RESOURCES CO,"Pioneer Natural Resources USA, Inc.  Permian",PXD,413385.31,100.0
PIONEER NATURAL RESOURCES CO,"Evergreen Natural Resources, LLC. Las Vegas-Raton",PXD,216592.99,100.0
PIONEER NATURAL RESOURCES CO,TARGA DRIVER JOHNSON GAS PROCESSING PLANT,PXD,225376.6032694848,27.0
PIONEER NATURAL RESOURCES CO,TARGA PEMBROOK GAS PROCESSING PLANT,PXD,234018.932,27.0
PIONEER NATURAL RESOURCES CO,"Evergreen Natural Resources, LLC. Las Vegas-Raton",PXD,226219.086,100.0
PIONEER NATURAL RESOURCES CO,"Pioneer Natural Resources USA, Inc. Permian",PXD,1199855.142,100.0
PIONEER NATURAL RESOURCES CO,TARGA Buffalo Gas Processing Plant,PXD,77251.28621396777,27.0
PLAINS GP HOLDINGS LP,LONE STAR GAS LIQUIDS,PAGP,43051.488,100.0
PLAINS GP HOLDINGS LP,Pine Prairie Energy Center,PAGP,32801.536,100.0
PLAINS GP HOLDINGS LP,PATTERSON GAS PROCESSING PLANT,PAGP,34028.69,100.0
PLAINS GP HOLDINGS LP,Southern Pines Energy Center,PAGP,12177.458,100.0
PNM RESOURCES INC,Lordsburg Generating Station,PNM,7076.424,100.0
PNM RESOURCES INC,Reeves Generating Station,PNM,78532.86,100.0
PNM RESOURCES INC,Luna Energy Facility,PNM,1241706.048,33.333
PNM RESOURCES INC,Afton Generating Station,PNM,391888.048,100.0
PNM RESOURCES INC,San Juan,PNM,5714290.792,66.4
PNM RESOURCES INC,Rio Bravo Generating Station,PNM,81519.694,100.0
PNM RESOURCES INC,Four Corners Steam Elec Station,PNM,7524965.274,13.0
PNM RESOURCES INC,Texas New Mexico Power,PNM,4491.6,100.0
PNM RESOURCES INC,PNM Electric Operations,PNM,29047.2,100.0
PNM RESOURCES INC,Arizona Public Service Company,PNM,40777.8,1.07
PNM RESOURCES INC,Salt River Project - T & D Equipment,PNM,7334.76,2.24
PNM RESOURCES INC,La Luz Energy Center,PNM,5883.228,100.0
