,Name,symbol,Emissions (tCO2e),PARENT CO. PERCENT OWNERSHIP
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - MELBOURNE,ET,11313.3,100.0
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - Mt VERNON,ET,121151.144,50.0
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - MUNSON,ET,131735.226,50.0
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - ORLANDO,ET,29020.958,50.0
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - PERRY STATION,ET,64178.95,50.0
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - PORT BARRE,ET,40129.806,50.0
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - QUINCY,ET,87242.7,50.0
ENERGY TRANSFER LP,"MEP Station 4 Vicksburg, MS",ET,53447.708,0.1
ENERGY TRANSFER LP,"MEP Atlanta Station 2, TX",ET,54990.45,0.1
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - CENTRALIA,ET,117253.86,100.0
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - HAVEN,ET,62229.154,100.0
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - LIBERAL,ET,41122.268,100.0
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - LOUISBURG,ET,56821.54,100.0
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - ZIONSVILLE,ET,10607.986,100.0
ENERGY TRANSFER LP,TRUNKLINE GAS CO - JOHNSONVILLE,ET,6696.292,100.0
ENERGY TRANSFER LP,TRUNKLINE GAS CO - JOPPA,ET,15182.208,100.0
ENERGY TRANSFER LP,TRUNKLINE GAS CO - NORTH JUDSON,ET,5010.54,100.0
ENERGY TRANSFER LP,JACKALOPE TREATER,ET,49506.934,100.0
ENERGY TRANSFER LP,STATION #8 - CORONA CMP STN,ET,28630.61,100.0
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - HOUSTONIA,ET,50116.182,100.0
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - MONTEZUMA,ET,5677.4,100.0
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - OLPE,ET,50815.88,100.0
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - PLEASANT HILL,ET,29324.316,100.0
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - TUSCOLA,ET,45424.294,100.0
ENERGY TRANSFER LP,TRUNKLINE GAS CO - EPPS,ET,6133.09,100.0
ENERGY TRANSFER LP,SEA ROBIN PIPELINE CO - ERATH,ET,14337.95,100.0
ENERGY TRANSFER LP,TRUNKLINE GAS CO - TUSCOLA,ET,1135.15,100.0
ENERGY TRANSFER LP,GODLEY PLANT,ET,96310.11,100.0
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - TRENTON,ET,25497.376,50.0
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - EDGERTON,ET,7357.296,100.0
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - GLENARM,ET,15151.318,100.0
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - W PALM,ET,18651.642,100.0
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - WIGGINS,ET,54343.566,50.0
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - ZACHARY,ET,56723.53,50.0
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - ALVA N HOPETON,ET,18345.392,100.0
ENERGY TRANSFER LP,PANHANDLE EASTERN PIPE LINE CO - CASHION,ET,13904.654,100.0
ENERGY TRANSFER LP,STATION #5 - THOREAU CMP STN,ET,21546.874,100.0
ENERGY TRANSFER LP,Hemphill Gas Plant,ET,36021.12,100.0
ENERGY TRANSFER LP,Sunray Gas Plant,ET,76486.832,100.0
ENERGY TRANSFER LP,WAHA CMP STN,ET,13041.112,100.0
ENERGY TRANSFER LP,Comfort Compressor Station,ET,74522.742,100.0
ENERGY TRANSFER LP,MAYPEARL CMP STN,ET,7415.796,100.0
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - SILVER SPRINGS,ET,39605.714,50.0
ENERGY TRANSFER LP,FLORIDA GAS TRANSMISSION COMPANY - THONOTOSASSA,ET,31869.782,100.0
ENERGY TRANSFER LP,Gomez Gas Plant,ET,46861.79,100.0
ENERGY TRANSFER LP,Spearman Gas Processing Plant,ET,44290.806,100.0
ENERGY TRANSFER LP,Beaver Gas Plant,ET,55535.168,100.0
ENERGY TRANSFER LP,Eastside Compressor Station,ET,26249.364,100.0
ENERGY TRANSFER LP,Keystone Gas Plant,ET,85641.622,100.0
ENERGY TRANSFER LP,Mivida Treater Plant,ET,150610.176,100.0
ENERGY TRANSFER LP,Bethel Compressor Station,ET,22920.63,100.0
ENERGY TRANSFER LP,Cleburne Compressor Station,ET,64980.784,100.0
ENERGY TRANSFER LP,CHATHAM CMP STN,ET,59421.988,100.0
ENERGY TRANSFER LP,STATION #3 - LEUPP CMP STN,ET,55433.498,100.0
ENERGY TRANSFER LP,STATION #7 - MOUNTAINAIR CMP STN,ET,35299.022,100.0
ENERGY TRANSFER LP,Waha Gas Plant,ET,79232.004,100.0
ENERGY TRANSFER LP,WEST BISTINEAU FACILITY,ET,183749.424,100.0
ENERGY TRANSFER LP,CARTHAGE CMP STN,ET,45239.382,100.0
ENERGY TRANSFER LP,GRIMES COUNTY CMP STN,ET,57255.346,100.0
ENERGY TRANSFER LP,P-3 CMP STN,ET,32129.86,100.0
ENERGY TRANSFER LP,OZONA CMP STN,ET,65414.116,100.0
ENERGY TRANSFER LP,JUNCTION CMP STN,ET,69927.554,100.0
ENERGY TRANSFER LP,BLOOMFIELD CMP STN,ET,32386.62,100.0
ENERGY TRANSFER LP,GEISMAR FRACTIONATION PLANT,ET,52606.504,100.0
ENERGY TRANSFER LP,LA PLATA \A\ CMP STN,ET,22609.332,100.0
ENERGY TRANSFER LP,PRAIRIE LEA CMP STN,ET,56480.36,100.0
ENERGY TRANSFER LP,Jal #3 Gas Plant,ET,152905.844,100.0
ENERGY TRANSFER LP,HFOTCO LLC,ET,57333.184,100.0
ENERGY TRANSFER LP,Tilden Gas Plant,ET,82257.554,100.0
ENERGY TRANSFER LP,LAGRANGE PLANT,ET,145456.164,100.0
ENERGY TRANSFER LP,STATION #9 - ROSWELL CMP STN,ET,27706.168,100.0
ENERGY TRANSFER LP,Dubach Cryogenic Plant,ET,33025.754,100.0
ENERGY TRANSFER LP,Bailey Compressor Station,ET,2734.448,100.0
ENERGY TRANSFER LP,Mainline Compressor Station,ET,16020.95,100.0
ENERGY TRANSFER LP,REED CMP STN,ET,33320.64,100.0
ENERGY TRANSFER LP,RUSSELL CMP STN,ET,47343.742,50.0
ENERGY TRANSFER LP,STATION #2 - FLAGSTAFF CMP STN,ET,60034.032,100.0
ENERGY TRANSFER LP,Coyanosa Gas Plant,ET,30438.518,100.0
ENERGY TRANSFER LP,Crescent Gas Plant,ET,41100.034,100.0
ENERGY TRANSFER LP,DINN TREATER,ET,9683.186,100.0
ENERGY TRANSFER LP,Halley Plant / Compressor Station,ET,11133.708,100.0
ENERGY TRANSFER LP,Tippett Gas Plant,ET,25326.978,100.0
ENERGY TRANSFER LP,Antelope Hills Gas Plant,ET,9.6,100.0
ENERGY TRANSFER LP,Logansport Expansion Gathering Facility,ET,71535.006,100.0
ENERGY TRANSFER LP,Wiggins Facility,ET,61596.636,100.0
ENERGY TRANSFER LP,APPLEBY TREATER,ET,60413.092,100.0
ENERGY TRANSFER LP,Woodall Gas Plant,ET,7288.426,100.0
ENERGY TRANSFER LP,Red Bluff Processing Plant,ET,125140.054,100.0
ENERGY TRANSFER LP,CHISHOLM PLANT,ET,27743.622,100.0
ENERGY TRANSFER LP,LAS TIENDAS PLANT,ET,106575.972,100.0
ENERGY TRANSFER LP,Hopeton Gas Plant,ET,17195.342,100.0
ENERGY TRANSFER LP,Wheeler Gas Plant,ET,21801.292,100.0
ENERGY TRANSFER LP,Jackson County Gas Plant,ET,227592.81,100.0
ENERGY TRANSFER LP,Kenedy Gas Plant,ET,153959.112,100.0
ENERGY TRANSFER LP,Mont Belvieu Fractionators,ET,286697.952,100.0
ENERGY TRANSFER LP,Bones Springs Plant,ET,34139.88,100.0
ENERGY TRANSFER LP,Rebel Gas Plant,ET,136784.432,100.0
ENERGY TRANSFER LP,Rose Valley Gas Plant,ET,83658.596,100.0
ENERGY TRANSFER LP,Dubberly Refrigeration Plant,ET,92424.436,100.0
ENERGY TRANSFER LP,KDB Central Treating Facility Plant,ET,67081.122,100.0
ENERGY TRANSFER LP,Cane Hill Compressor Station,ET,24243.076,100.0
ENERGY TRANSFER LP,Lone Star NGL Fracs 4 & 5,ET,101058.362,100.0
ENERGY TRANSFER LP,Lincoln Parish Gas Processing Plant,ET,18597.328,100.0
ENERGY TRANSFER LP,Mt. Olive Gas Plant,ET,55392.98,100.0
ENERGY TRANSFER LP,Energy Transfer 260 - East Texas Basin,ET,64225.356,100.0
ENERGY TRANSFER LP,Energy Transfer 415 - Strawn Basin,ET,60863.574,100.0
ENERGY TRANSFER LP,Energy Transfer 420 - Fort Worth Syncline,ET,60119.894,100.0
ENERGY TRANSFER LP,Energy Transfer 355 - Chautaugua Platform,ET,71735.598,100.0
ENERGY TRANSFER LP,Energy Transfer 360 - Anadarko Basin,ET,1787722.488,100.0
ENERGY TRANSFER LP,Energy Transfer 430 - Permian Basin,ET,1970511.436,100.0
ENERGY TRANSFER LP,Energy Transfer 220 - Gulf Coast Basin,ET,2871650.314,100.0
ENERGY TRANSFER LP,Energy Transfer 230 - Arkla Basin,ET,543700.42,100.0
ENERGY TRANSFER LP,Energy Transfer 160A - Appalachian Basin,ET,478963.768,100.0
ENERGY TRANSFER LP,Transmission Pipeline - Florida Gas Transmission,ET,189497.84733,100.0
ENERGY TRANSFER LP,Transmission Pipeline - Trunkline Gas Co,ET,24556.07753,100.0
ENERGY TRANSFER LP,Transmission Pipeline - Transwestern Pipeline Company LLC,ET,10027.5936,100.0
ENERGY TRANSFER LP,Transmission Pipeline - Panhandle Eastern Pipeline Co,ET,286816.17556,100.0
ENERGY TRANSFER LP,Transmission Pipeline - Energy Transfer Fuel LP,ET,60397.38089,100.0
ENERGY TRANSFER LP,Transmission Pipeline - Houston Pipe Line Company LP,ET,32968.94265,100.0
ENERGY TRANSFER LP,Alamo Gas Plant,ET,171280.894,100.0
ENERGY TRANSFER LP,Panther Gas Plant,ET,145794.288,100.0
ENERGY TRANSFER LP,Arrowhead Gas Plant,ET,229811.26,100.0
ENERGY TRANSFER LP,Rover - Mainline CS #1,ET,112120.156,100.0
ENERGY TRANSFER LP,Rover - Mainline CS #2,ET,99832.786,100.0
ENERGY TRANSFER LP,Rover - Mainline CS #3,ET,62189.782,100.0
ENERGY TRANSFER LP,Sherwood Compressor Station,ET,35706.48,100.0
ENERGY TRANSFER LP,Cadiz Compressor Station,ET,34394.878,100.0
ENERGY TRANSFER LP,Nederland Terminal,ET,41549.744,100.0
ENERGY TRANSFER LP,Transmission Pipeline - Rover Pipeline LLC,ET,680.02476,100.0
ENERGY TRANSFER LP,Transmission Pipeline - Trans-Pecos Pipeline LLC,ET,4346.12752,100.0
ENERGY TRANSFER LP,Lone Star Frac 6 & 8,ET,188235.096,100.0
ENERGY TRANSFER LP,Lone Star NGL Frac VII,ET,45367.33,100.0
ENLINK MIDSTREAM LLC,Cana Gas Plant,ENLC,41867.256,100.0
ENLINK MIDSTREAM LLC,CROSSTEX PROCESSING SERVICES LLC - RIVERSIDE FRACTIONATION,ENLC,70309.336,100.0
ENLINK MIDSTREAM LLC,Silver Creek Processing Plant,ENLC,67731.644,100.0
ENLINK MIDSTREAM LLC,Pelican Processing Plant,ENLC,4395.488,100.0
ENLINK MIDSTREAM LLC,EUNICE NATURAL GAS PROCESSING PLANT,ENLC,192886.464,100.0
ENLINK MIDSTREAM LLC,PLAQUEMINE GAS PLANT,ENLC,34466.326,100.0
ENLINK MIDSTREAM LLC,MidMar West Gas Plant,ENLC,6616.28,100.0
ENLINK MIDSTREAM LLC,BRIDGEPORT GAS PROCESSING PLANT,ENLC,385842.398,100.0
ENLINK MIDSTREAM LLC,Northridge Gas Plant,ENLC,37357.312,100.0
ENLINK MIDSTREAM LLC,Deadwood Cryo Plant,ENLC,38070.466,100.0
ENLINK MIDSTREAM LLC,Plaquemine NGL Fractionation Plant,ENLC,256786.226,100.0
ENLINK MIDSTREAM LLC,MidMar East Gas Plant,ENLC,35478.758,100.0
ENLINK MIDSTREAM LLC,EnLink Anadarko #360-G&B,ENLC,150966.974,100.0
ENLINK MIDSTREAM LLC,"E2 Ohio Compression, LLC G&B-160A-Appalachian Basin EOA",ENLC,52186.21,100.0
ENLINK MIDSTREAM LLC,"SWG Pipeline, LLC G&B 415 - Strawn Basin",ENLC,195356.994,100.0
ENLINK MIDSTREAM LLC,"E2 Appalachian Compression, LLC G&B-160-Appalachian Basin",ENLC,170429.244,100.0
ENLINK MIDSTREAM LLC,"EnLink Midstream Services, LLC G&B 420 - Fort Worth Syncline",ENLC,285368.24,100.0
ENLINK MIDSTREAM LLC,"SWG Pipeline, LLC G&B 420 - Fort Worth Syncline",ENLC,128950.824,100.0
ENLINK MIDSTREAM LLC,Lobo Processing Plant,ENLC,311194.948,100.0
ENLINK MIDSTREAM LLC,Bearkat Cryogenic Plant,ENLC,51279.498,100.0
ENLINK MIDSTREAM LLC,Chisholm Plant,ENLC,18616.096,100.0
ENLINK MIDSTREAM LLC,"EnLink North Texas Gathering, LP G&B 415 - Strawn Basin",ENLC,141066.482,100.0
ENLINK MIDSTREAM LLC,TOM-Stack Anadarko #360-G&B,ENLC,356313.714,100.0
ENLINK MIDSTREAM LLC,Riptide Gas Plant,ENLC,68080.366,100.0
ENLINK MIDSTREAM LLC,"Delaware G&P, LLC G&B 430 - Permian Basin",ENLC,146199.618,100.0
ENLINK MIDSTREAM LLC,"EnLink North Texas Gathering, LP G&B 420 - Fort Worth Syncline",ENLC,91626.162,100.0
ENLINK MIDSTREAM LLC,"EnLink North Texas Gathering, LP G&B 430 - Permian Basin",ENLC,190204.732,100.0
ENLINK MIDSTREAM LLC,TOMPC Chautauqua #355-G&B,ENLC,9715.4,100.0
ENLINK MIDSTREAM LLC,Thunderbird Gas Plant,ENLC,4118.842,100.0
ENTERGY CORP,Choctaw County Gen,ETR,2016480.976,100.0
ENTERGY CORP,Baxter Wilson,ETR,865331.532,100.0
ENTERGY CORP,Union Power Station,ETR,3785960.472,100.0
ENTERGY CORP,Hot Spring Energy Facility,ETR,467324.568,100.0
ENTERGY CORP,Ouachita Plant,ETR,1431798.944,100.0
ENTERGY CORP,Lewis Creek,ETR,1244154.44,100.0
ENTERGY CORP,White Bluff,ETR,4412299.034,57.0
ENTERGY CORP,Big Cajun 2,ETR,981565.714,14.0
ENTERGY CORP,Independence,ETR,3376381.232,47.93
ENTERGY CORP,Gerald Andrus,ETR,621768.742,100.0
ENTERGY CORP,Waterford 1 & 2,ETR,80087.594,100.0
ENTERGY CORP,Louisiana 1,ETR,2063139.928,100.0
ENTERGY CORP,Calcasieu Plant,ETR,52746.204,100.0
ENTERGY CORP,Acadia Power Station,ETR,2135553.436,50.0
ENTERGY CORP,Hinds Energy Facility,ETR,1132643.304,100.0
ENTERGY CORP,Lake Catherine,ETR,284736.744,100.0
ENTERGY CORP,R S Nelson,ETR,1081654.63,91.4
ENTERGY CORP,Little Gypsy,ETR,988660.436,100.0
ENTERGY CORP,Ninemile Point,ETR,4403904.48,100.0
ENTERGY CORP,"Entergy New Orleans, LLC Gas Business",ETR,19846.15,100.0
ENTERGY CORP,"Entergy Louisiana, LLC Gas Business",ETR,10013.85,100.0
ENTERGY CORP,Sabine,ETR,2719588.92,100.0
ENTERGY CORP,Attala Generating Plant,ETR,752538.06,100.0
ENTERGY CORP,Perryville Power Station,ETR,1240429.304,100.0
ENTERGY CORP,Eagle US 2 LLC,ETR,2708140.748,17.0
ENTERGY CORP,Entergy (all subsidiary companies),ETR,11625.72,100.0
ENTERGY CORP,St.Charles,ETR,2244456.984,100.0
ENTERGY CORP,Montgomery County Power Station,ETR,66891.952,100.0
ENTERGY CORP,Washington Parish Energy Center,ETR,3592.936,100.0
ENTERGY CORP,New Orleans Power Station,ETR,99913.824,100.0
ENTERGY CORP,Lake Charles Power Station,ETR,1193412.076,100.0
EQT CORP,EQT Production - Basin 160 - Appalachian,EQT,0.0,100.0
EQT CORP,EQT Production - Basin 160A - Appalachian Eastern Overthrust,EQT,599748.104,100.0
EQT CORP,Stanolind Production LLC,EQT,79255.876,0.0
EQT CORP,EQT Production - Basin 160A - Appalachian Eastern Overthrust - GB,EQT,48719.748,100.0
EQT CORP,Stanolind Production LLC - Basin 430 - Permian - GB,EQT,24076.566,0.0
EQUITRANS MIDSTREAM CORP,Jefferson Compressor Station,ETRN,33353.136,100.0
EQUITRANS MIDSTREAM CORP,Pratt Compressor Station,ETRN,1581.596,100.0
EQUITRANS MIDSTREAM CORP,Laurel Ridge/Rager Mountain Compressor Station,ETRN,16064.296,100.0
EQUITRANS MIDSTREAM CORP,"Eureka Midstream, LLC",ETRN,173588.058,60.0
EQUITRANS MIDSTREAM CORP,Blacksville Compressor Station,ETRN,10337.166,100.0
EQUITRANS MIDSTREAM CORP,EQM Olympus Midstream LLC - Basin 160A,ETRN,232587.344,100.0
EQUITRANS MIDSTREAM CORP,EQM Poseidon Midstream LLC - Basin 160A,ETRN,244179.64,100.0
EQUITRANS MIDSTREAM CORP,"EQM Gathering Opco, LLC - Basin 160A - Appalachian Eastern Overthrust - GB",ETRN,662028.492,100.0
EQUITRANS MIDSTREAM CORP,"Equitrans, LP - Transmission Pipeline",ETRN,5501.0551851,100.0
EQUITRANS MIDSTREAM CORP,Plasma Compressor Station,ETRN,74093.624,100.0
EQUITRANS MIDSTREAM CORP,Corona Compressor Station,ETRN,37086.962,100.0
EQUITRANS MIDSTREAM CORP,"Strike Force East, LLC - Basin 160A",ETRN,54720.146,100.0
EQUITRANS MIDSTREAM CORP,"Strike Force South, LLC - Basin 160A",ETRN,24319.866,100.0
EQUITRANS MIDSTREAM CORP,"Equitrans, LP - Equitrans Gathering",ETRN,46287.136,100.0
EQUITRANS MIDSTREAM CORP,Redhook Compressor Station,ETRN,67150.774,100.0
EVERGY INC,South Harper Generating Station,EVRG,39598.804,100.0
EVERGY INC,Greenwood Generating Station,EVRG,21167.616,100.0
EVERGY INC,Jeffrey Energy Center,EVRG,7429225.942,100.0
EVERGY INC,Lawrence Energy Center,EVRG,1989387.918,100.0
EVERGY INC,Emporia Energy Center,EVRG,266159.964,100.0
EVERGY INC,Spring Creek Energy Center,EVRG,44431.888,100.0
EVERGY INC,Hawthorn Generating Station,EVRG,2064951.756,100.0
EVERGY INC,Iatan Generating Station,EVRG,6284234.81,79.4
EVERGY INC,State Line (MO),EVRG,1054022.29,40.0
EVERGY INC,West Gardner Generating Station,EVRG,54547.248,100.0
EVERGY INC,La Cygne Generating Station,EVRG,6309568.734,100.0
EVERGY INC,Gordon Evans Energy Center,EVRG,79584.706,100.0
EVERGY INC,Lake Road Generating Station,EVRG,222072.194,100.0
EVERGY INC,Evergy Transmission and Distribution,EVRG,9993.24,100.0
EVERSOURCE ENERGY,NSTAR Gas Company,ES,96080.95,100.0
EVERSOURCE ENERGY,Eversource Gas Mass,ES,101301.65,100.0
EVERSOURCE ENERGY,Yankee Gas Supply,ES,51184.85,100.0
EXELON CORP,PECO Transmission and Distribution,EXC,24345.84,100.0
EXELON CORP,Perryman,EXC,127788.07,100.0
EXELON CORP,Riverside,EXC,416.794,100.0
EXELON CORP,Westport,EXC,2897.44,100.0
EXELON CORP,Mystic,EXC,769670.502,100.0
EXELON CORP,Medway Station,EXC,107721.396,100.0
EXELON CORP,Hillabee Energy Center,EXC,1989635.528,100.0
EXELON CORP,Eddystone Generating Station,EXC,13129.57,100.0
EXELON CORP,Schuylkill,EXC,746.938,100.0
EXELON CORP,Handley Generating Station,EXC,388598.56,100.0
EXELON CORP,Handsome Lake Energy,EXC,80659.796,100.0
EXELON CORP,PECO Gas Division,EXC,118167.5,100.0
EXELON CORP,PHILADELPHIA ROAD GENERATING,EXC,5084.066,100.0
EXELON CORP,Delmarva Power & Light - Gas Delivery,EXC,25487.95,100.0
EXELON CORP,Luz Solar Partners III - VII,EXC,9.6,1.768
EXELON CORP,Luz Solar Partners III - VII,EXC,9.6,2.434
EXELON CORP,Luz Solar Partners III - VII,EXC,9.6,0.832
EXELON CORP,DISTRIGAS OF MASSACHUSETTS LLC,EXC,24106.762,100.0
EXELON CORP,Baltimore Gas & Electric Company,EXC,191818.498,100.0
EXELON CORP,CONSTELLATION POWER SOURCE GENERATION - NOTCH CLIFF,EXC,4324.684,100.0
EXELON CORP,Wolf Hollow II,EXC,1970200.148,100.0
EXELON CORP,Colorado Bend II,EXC,2038260.348,100.0
EXXON MOBIL CORP,LISBURNE PRODUCTION CENTER,XOM,669975.73,36.4
EXXON MOBIL CORP,CENTRAL COMPRESSOR PLANT,XOM,3004082.12,36.4
EXXON MOBIL CORP,CENTRAL GAS FACILITY,XOM,1979598.422,36.4
EXXON MOBIL CORP,CENTRAL POWER STATION,XOM,781716.512,36.4
EXXON MOBIL CORP,ENDICOTT PRODUCTION FACILITY,XOM,637114.304,21.02
EXXON MOBIL CORP,SEAWATER INJECTION PLANT,XOM,187588.324,36.4
EXXON MOBIL CORP,SEA ROBIN GAS PROCESSING PLANT,XOM,62547.926,10.52
EXXON MOBIL CORP,Shute Creek Facility,XOM,3463066.584,100.0
EXXON MOBIL CORP,Aera Energy Alberta Finley Shale,XOM,67002.548,48.2
EXXON MOBIL CORP,BURLINGTON RESOURCES_LOST CABIN,XOM,194779.008,1.055989
EXXON MOBIL CORP,Aera Energy Calso,XOM,36634.912,48.2
EXXON MOBIL CORP,Aera Energy 25 Hill,XOM,97171.584,48.2
EXXON MOBIL CORP,Santa Ynez Unit (SYU),XOM,0.0,100.0
EXXON MOBIL CORP,Hawkins Gas Plant,XOM,69481.694,100.0
EXXON MOBIL CORP,EAST VACUUM LIQUID RECOVERY PLANT/CO2 PLANT,XOM,18006.332,38.0
EXXON MOBIL CORP,Terrell Gas Plant,XOM,6402.59,23.0
EXXON MOBIL CORP,Hoover Diana Platform (AC25-HA),XOM,91535.896,66.67
EXXON MOBIL CORP,EXXONMOBIL CHEMICAL CO - BATON ROUGE PLASTICS PLANT,XOM,79592.0,100.0
EXXON MOBIL CORP,"Thunder Horse, MMS Platform ID 02481, Complex ID 1101-1",XOM,245469.278,25.0
EXXON MOBIL CORP,Green Canyon 205 A,XOM,31930.7,40.3787
EXXON MOBIL CORP,Aera Energy Buena Fe,XOM,10462.06,48.2
EXXON MOBIL CORP,XTO - Cotton Cove,XOM,37994.87,100.0
EXXON MOBIL CORP,XTO - New Teague Plant,XOM,52188.092,100.0
EXXON MOBIL CORP,ConocoPhillips Alaska Inc - KRU CPF2,XOM,356149.66,2.53
EXXON MOBIL CORP,ConocoPhillips Alaska Inc - KRU CPF3,XOM,300758.568,2.53
EXXON MOBIL CORP,ConocoPhillips Alaska Inc - KRU STP,XOM,93754.896,2.53
EXXON MOBIL CORP,Port Allen Complex,XOM,91834.898,16.87
EXXON MOBIL CORP,North Terrebonne Gas Plant,XOM,45206.88,3.04
EXXON MOBIL CORP,MIDWAY-SUNSET COGENERATION CO.,XOM,385857.648,24.1
EXXON MOBIL CORP,XTO - Farrar Plant,XOM,37177.504,100.0
EXXON MOBIL CORP,Aera Energy Metson,XOM,31077.084,48.2
EXXON MOBIL CORP,ConocoPhillips Alaska Inc - KRU CPF1,XOM,490728.698,2.53
EXXON MOBIL CORP,Aera Energy Lost Hills,XOM,186319.748,48.2
EXXON MOBIL CORP,DENVER UNIT CO 2 RECOVERY PLANT,XOM,151545.264,1.0
EXXON MOBIL CORP,DENVER UNIT CO 2 RECOVERY PLANT,XOM,151545.264,12.0
EXXON MOBIL CORP,EXXONMOBIL OIL JOLIET REFINERY,XOM,2505874.206,100.0
EXXON MOBIL CORP,XTO - Cotton Valley Gas Plant,XOM,53762.682,57.0
EXXON MOBIL CORP,XTO - Cotton Valley Gas Plant,XOM,53762.682,43.0
EXXON MOBIL CORP,EXXONMOBIL CHEMICAL MONT BELVIEU PLASTICS PLANT,XOM,80722.396,100.0
EXXON MOBIL CORP,Aera Energy Coalinga,XOM,202100.388,48.2
EXXON MOBIL CORP,BEAUMONT POLYETHYLENE PLANT,XOM,31453.63,100.0
EXXON MOBIL CORP,EXXONMOBIL CHEMICAL CO - BATON ROUGE POLYOLEFINS PLANT,XOM,106430.314,100.0
EXXON MOBIL CORP,"CRUDE OIL TOPPING UNIT, PRUDHOE BAY OPERATIONS CENTER, TARMAC CAMP",XOM,20635.564,36.4
EXXON MOBIL CORP,Aera Energy Anderson Fitzgerald,XOM,216175.836,48.2
EXXON MOBIL CORP,Aera Energy Belridge,XOM,1589398.364,48.2
EXXON MOBIL CORP,Aera Energy San Ardo,XOM,263148.108,48.2
EXXON MOBIL CORP,Aera Energy MOCO,XOM,184815.004,48.2
EXXON MOBIL CORP,ExxonMobil Fuels & Lubricants Company Billings Refinery,XOM,663550.48,100.0
EXXON MOBIL CORP,SEAWATER TREATMENT PLANT,XOM,178738.494,36.4
EXXON MOBIL CORP,Tebone Fractionator,XOM,10055.866,3.04
EXXON MOBIL CORP,EXXONMOBIL Bt Site,XOM,11229747.264,100.0
EXXON MOBIL CORP,EXXONMOBIL BATON ROUGE REFINERY AND CHEMICAL PLANT,XOM,5348812.07,100.0
EXXON MOBIL CORP,Exxonmobil Beaumont Refinery,XOM,5969593.13,100.0
EXXON MOBIL CORP,XTO Energy Inc 507 Central Western Overthrust,XOM,48260.8539,100.0
EXXON MOBIL CORP,XTO Energy Inc 260 East Texas,XOM,432115.5153,100.0
EXXON MOBIL CORP,XTO Energy Inc 160A Appalachian E Overthrust,XOM,167508.1138,100.0
EXXON MOBIL CORP,XTO Energy Inc 395 Williston,XOM,696920.5961,100.0
EXXON MOBIL CORP,Aera Energy San Joaquin Basin,XOM,15777.368,48.2
EXXON MOBIL CORP,XTO Energy Inc 350 South Oklahoma Folded Belt,XOM,135329.8748,100.0
EXXON MOBIL CORP,Green River Basin - 535,XOM,109933.0,100.0
EXXON MOBIL CORP,XTO Energy Inc 230 Arkla,XOM,41798.2048,100.0
EXXON MOBIL CORP,XTO Energy Inc 595 Piceance,XOM,31031.5218,100.0
EXXON MOBIL CORP,XTO Energy Inc 360 Anadarko,XOM,85082.3248,100.0
EXXON MOBIL CORP,XTO Energy Inc 220 Gulf Coast,XOM,110555.2568,100.0
EXXON MOBIL CORP,XTO Energy Inc 415 Strawn,XOM,508575.4928,100.0
EXXON MOBIL CORP,XTO Energy Inc 420 Fort Worth Syncline,XOM,78347.1629,100.0
EXXON MOBIL CORP,XTO Energy Inc 430 Permian,XOM,726425.0784,100.0
EXXON MOBIL CORP,XTO Energy Inc 345 Arkoma,XOM,121835.6422,100.0
EXXON MOBIL CORP,Aera Energy Wier Gore Maxwell,XOM,14511.096,48.2
EXXON MOBIL CORP,Walker Ridge 718 (JSM),XOM,172495.206,10.75
EXXON MOBIL CORP,Point Thomson Production Facility,XOM,136175.698,62.36605
EXXON MOBIL CORP,Aera Energy Coastal G and B,XOM,2815.798,48.2
EXXON MOBIL CORP,Aera Energy San Joaquin G and B,XOM,66424.72,48.2
