IEFA: iShares Core MSCI EAFE ETF
Inception Date: 2012-10-18
Fund Holdings as of: 2022-04-13
Total Assets Under Management (in thousands):	98741000
Shares Outstanding: 1445600000
Expense Ratio: 0.07%
Tracks This Index: MSCI EAFE Investable Market Index
ETF Database Category: Foreign Large Cap Equities
Issuer: Blackrock Financial Management
Structure: ETF
ETF Home Page: https://etfdb.com/etf/IEFA


Holding,Symbol,Weighting
Protector Forsikring ASA,PROT,0.01%
"Yokohama Rubber Co., Ltd.",5101,0.01%
Premier Investments Limited,PMV,0.01%
"Daiwabo Holdings Co., Ltd.",3107,0.01%
Kerry Properties Limited,683,0.01%
Europris ASA,EPR,0.01%
ISS A/S,ISS,0.01%
Haw Par Corporation Limited,H02,0.01%
"JCR Pharmaceuticals Co., Ltd.",4552,0.01%
"TOKYU REIT, Inc.",8957,0.01%
Vesuvius Plc,VSVS,0.01%
Befimmo SA,BEFB,0.01%
Ramelius Resources Limited,RMS,0.01%
Tokyo Century Corporation,8439,0.01%
Healius Limited,HLS,0.01%
Global One Real Estate Investment Corporation,8958,0.01%
Daio Paper Corporation,3880,0.01%
Ascott Residence Trust,HMN,0.01%
Goodman Property Trust,GMT,0.01%
Fugro NV,FUR,0.01%
"Net One Systems Co., Ltd.",7518,0.01%
Toyo Seikan Group Holdings Ltd.,5901,0.01%
Melisron Limited,MLSR,0.01%
Cromwell Property Group,CMW,0.01%
"Casio Computer Co., Ltd.",6952,0.01%
"Relo Group, Inc.",8876,0.01%
Gold Road Resources Ltd,GOR,0.01%
RWS Holdings plc,RWS,0.01%
Veidekke ASA,VEI,0.01%
Autogrill S.p.A.,AGL,0.01%
"Tokai Carbon Co., Ltd.",5301,0.01%
"Heiwa Real Estate REIT, Inc.",8966,0.01%
Pantheon Resources plc,PANR,0.01%
Drilling Company of 1972,DRLCO,0.01%
"Melia Hotels International, S.A.",MEL,0.01%
H. Lundbeck A/S,LUN,0.01%
Iren S.p.A.,IRE,0.01%
Pandox AB Class B,PNDX.B,0.01%
Just Group plc,JUST,0.01%
Airport City Ltd,ARPT,0.01%
Nichias Corporation,5393,0.01%
Unicaja Banco S.A.,UNI,0.01%
Cint Group AB,CINT,0.01%
Arbonia AG,ARBN,0.01%
Kojamo Oyj,KOJAMO,0.01%
Mitsubishi Estate Logistics REIT Investment Corp.,3481,0.01%
Renishaw plc,RSW,0.01%
Kenedix Office Investment Corporation,8972,0.01%
Elementis plc,ELM,0.01%
Grand City Properties SA,GYC,0.01%
Asics Corporation,7936,0.01%
Banca Generali S.p.A.,BGN,0.01%
ENAV S.p.A.,ENAV,0.01%
DIC Asset AG,DIC,0.01%
CDL Hospitality Trusts,J85,0.01%
"Razer, Inc.",1337,0.01%
Vitrolife AB,VITR,0.01%
"AMADA Co., Ltd.",6113,0.01%
TietoEVRY Oyj,TIETO,0.01%
Mivne Real Estate (K.D) Ltd.,MVNE,0.01%
Capital & Counties Properties PLC,CAPC,0.01%
Champion Iron Ltd.,CIA,0.01%
ANDRITZ AG,ANDR,0.01%
"Fujitec Co., Ltd.",6406,0.01%
Breedon Group PLC,BREE,0.01%
Mapletree North Asia Commercial Trust,RW0U,0.01%
Wynn Macau Ltd.,1128,0.01%
Imerys SA,NK,0.01%
"Yoshinoya Holdings Co., Ltd.",9861,0.01%
Stroeer SE & Co. KGaA,SAX,0.01%
GB Group PLC,GBG,0.01%
AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,ATS,0.01%
Learning Technologies Group Plc,LTG,0.01%
JMDC Inc.,4483,0.01%
"Japan Logistics Fund, Inc.",8967,0.01%
Alfen NV,ALFEN,0.01%
AEON REIT Investment Corp.,3292,0.01%
"Sundrug Co., Ltd.",9989,0.01%
Fukuoka Reit Corporation,8968,0.01%
Toda Corporation,1860,0.01%
COMET Holding AG,COTN,0.01%
Network International Holdings Plc,NETW,0.01%
SSAB AB Class A,SSAB.A,0.01%
Bega Cheese Limited,BGA,0.01%
Urban Logistics REIT plc,SHED,0.01%
Harel Insurance Investments & Financial Services Ltd.,HARL,0.01%
Frontier Real Estate Investment Corporation,8964,0.01%
"Duskin Co., Ltd.",4665,0.01%
a2 Milk Company Ltd.,ATM,0.01%
Great Portland Estates plc,GPE,0.01%
Goldwin Inc.,8111,0.01%
Charter Hall Retail REIT,CQR,0.01%
Maruichi Steel Tube Ltd.,5463,0.01%
Inmobiliaria Colonial SOCIMI SA,COL,0.01%
AVZ Minerals Ltd.,AVZ,0.01%
"Sankyo Co., Ltd.",6417,0.01%
Mapfre SA,MAP,0.01%
Kinden Corporation,1944,0.01%
IntegraFin Holdings PLC,IHP,0.01%
Partner Communications Co. Ltd.,PTNR,0.01%
Sosei Group Corporation,4565,0.01%
Airtel Africa Plc,AAF,0.01%
A2A S.p.A.,A2A,0.01%
Orpea SA,ORP,0.01%
Deutsche Pfandbriefbank AG,PBB,0.01%
Schouw & Co A/S,SCHO,0.01%
"Mebuki Financial Group, Inc.",7167,0.01%
"Denka Co., Ltd.",4061,0.01%
Hochtief AG,HOT,0.01%
Beijer Alma AB Class B,BEIA.B,0.01%
Linea Directa Aseguradora SA,LDA,0.01%
TGS ASA,TGS,0.01%
"ITO EN,Ltd.",2593,0.01%
Nolato AB Class B,NOLA.B,0.01%
Alm. Brand A/S,ALMB,0.01%
Dermapharm Holding SE,DMP,0.01%
Software AG,SOW,0.01%
Webjet Limited,WEB,0.01%
"Autobacs Seven Co., Ltd.",9832,0.01%
"Aozora Bank, Ltd.",8304,0.01%
HENSOLDT AG,HAG,0.01%
ESR-REIT,J91U,0.01%
Centuria Capital Group,CNI,0.01%
BIPROGY Inc.,8056,0.01%
Suntec Real Estate Investment Trust,T82U,0.01%
S&T AG,SANT,0.01%
PostNL NV,PNL,0.01%
Beach Energy Limited,BPT,0.01%
Dr. Martens Plc,DOCS,0.01%
"Seven Bank, Ltd.",8410,0.01%
JEOL Ltd.,6951,0.01%
St. Barbara Ltd.,SBM,0.01%
Bapcor Ltd,BAP,0.01%
"Kaken Pharmaceutical Co., Ltd.",4521,0.01%
"Sumitomo Heavy Industries, Ltd.",6302,0.01%
CKD Corporation,6407,0.01%
Burckhardt Compression Holding AG,BCHN,0.01%
BrainChip Holdings Ltd.,BRN,0.01%
SBM Offshore NV,SBMO,0.01%
Credit Corp Group Limited,CCP,0.01%
Silver Lake Resources Limited,SLR,0.01%
Tullow Oil plc,TLW,0.01%
"Nippon Shokubai Co., Ltd.",4114,0.01%
Radware Ltd.,RDWR,0.01%
NEL ASA,NEL,0.01%
Spar Nord Bank A/S,SPNO,0.01%
Jet2 PLC,JET2,0.01%
Taiheiyo Cement Corporation,5233,0.01%
Hexatronic Group AB,HTRO,0.01%
Justsystems Corporation,4686,0.01%
Sulzer AG,SUN,0.01%
Iwatani Corporation,8088,0.01%
JM AB,JM,0.01%
Azimut Holding Spa,AZM,0.01%
ProSiebenSat.1 Media SE,PSM,0.01%
Monadelphous Group Limited,MND,0.01%
Ascential Plc,ASCL,0.01%
SJM Holdings Limited,880,0.01%
"Ezaki Glico Co., Ltd.",2206,0.01%
Redes Energeticas Nacionais SA,RENE,0.01%
"Heiwa Real Estate Co., Ltd.",8803,0.01%
Schibsted ASA Class B,SCHB,0.01%
AMP Limited,AMP,0.01%
BPER Banca S.p.A.,BPE,0.01%
Takara Holdings Inc.,2531,0.01%
ANIMA Holding S.p.A.,ANIM,0.01%
Derichebourg SA,DBG,0.01%
Intertrust NV,INTER,0.01%
Sharp Corporation,6753,0.01%
"SHIMAMURA Co., Ltd.",8227,0.01%
"Kawasaki Kisen Kaisha, Ltd.",9107,0.01%
BWP Trust,BWP,0.01%
"ULVAC, Inc.",6728,0.01%
"Nippon Kayaku Co., Ltd.",4272,0.01%
Champion Real Estate Investment Trust,2778,0.01%
TeamViewer AG,TMV,0.01%
Pfeiffer Vacuum Technology AG,PFV,0.01%
Keppel REIT,K71U,0.01%
"Hankyu Hanshin REIT, Inc.",8977,0.01%
Genuit Group PLC,GEN,0.01%
Hitachi Zosen Corporation,7004,0.01%
"SHO BOND Holdings Co., Ltd.",1414,0.01%
Sekisui House Reit. Inc.,3309,0.01%
"Horiba , Ltd.",6856,0.01%
Electrolux Professional AB Class B,EPRO.B,0.01%
D/S Norden A/S,DNORD,0.01%
Salvatore Ferragamo S.p.A.,SFER,0.01%
C&C Group Plc,CCR,0.01%
Dunelm Group plc,DNLM,0.01%
Lindab International AB,LIAB,0.01%
Stabilus SE,STM,0.01%
"THK Co., Ltd.",6481,0.01%
Sapporo Holdings Limited,2501,0.01%
NCC AB Class B,NCC.B,0.01%
Man Wah Holdings Limited,1999,0.01%
Brunello Cucinelli S.p.A.,BC,0.01%
Nokian Renkaat Oyj,TYRES,0.01%
"Shinsei Bank, Limited",8303,0.01%
IPH Ltd.,IPH,0.01%
Swissquote Group Holding Ltd.,SQN,0.01%
Acea S.p.A.,ACE,0.01%
Burford Capital Limited,BUR,0.01%
"Zenkoku Hosho Co., Ltd.",7164,0.01%
Uniti Group Ltd.,UWL,0.01%
Parkway Life Real Estate Investment Trust,C2PU,0.01%
"Lawson, Inc.",2651,0.01%
easyJet plc,EZJ,0.01%
"H.U.Group Holdings, Inc.",4544,0.01%
Frasers Group PLC,FRAS,0.01%
Energean Plc,ENOG,0.01%
Shopping Centres Australasia Property Group RE Ltd.,SCP,0.01%
Swatch Group Ltd. Registered,UHRN,0.01%
Sandfire Resources Limited,SFR,0.01%
Oil Refineries Ltd.,ORL,0.01%
Kerry Logistics Network Ltd.,636,0.01%
Falck Renewables S.p.A.,FKR,0.01%
Suedzucker AG,SZU,0.01%
"Yamazaki Baking Co., Ltd.",2212,0.01%
Netwealth Group Ltd.,NWL,0.01%
Raffles Medical Group Ltd,BSL,0.01%
Shapir Engineering and Industry Ltd,SPEN,0.01%
Fujikura Ltd,5803,0.01%
Micro Focus International plc,MCRO,0.01%
Bystronic AG,BYS,0.01%
Arjo AB Class B,ARJO.B,0.01%
BioGaia AB Class B,BIOG.B,0.01%
"MARUWA CO., LTD.",5344,0.01%
Eagers Automotive Limited,APE,0.01%
Keywords Studios plc,KWS,0.01%
Banco Comercial Portugues S.A.,BCP,0.01%
Bure Equity AB,BURE,0.01%
CVS Group plc,CVSG,0.01%
Technology One Limited,TNE,0.01%
Verallia SAS,VRLA,0.01%
Orient Corporation,8585,0.01%
"Nippon Suisan Kaisha, Ltd.",1332,0.01%
Frasers Centrepoint Trust,J69U,0.01%
Flight Centre Travel Group Limited,FLT,0.01%
Savills plc,SVS,0.01%
Sembcorp Industries Ltd.,U96,0.01%
"Zardoya Otis, S.A.",ZOT,0.01%
"Macnica Fuji Electronics Holdings, Inc",3132,0.01%
Fujimi Incorporated,5384,0.01%
"Iyo Bank, Ltd.",8385,0.01%
ALD SA,ALD,0.01%
Vontobel Holding AG,VONN,0.01%
Breville Group Limited,BRG,0.01%
Wendel SE,MF,0.01%
1&1 AG,1U1,0.01%
Almirall SA,ALM,0.01%
REIT 1 Ltd,RIT1,0.01%
Navigator Company SA,NVG,0.01%
Kewpie Corporation,2809,0.01%
Babcock International Group PLC,BAB,0.01%
"SMS Co., Ltd.",2175,0.01%
VZ Holding AG,VZN,0.01%
Ceres Power Holdings plc,CWR,0.01%
Secure Income REIT PLC,SIR,0.01%
Balfour Beatty plc,BBY,0.01%
Outokumpu Oyj,OUT1V,0.01%
Liontown Resources Limited,LTR,0.01%
HK Electric Investments & HK Electric Investments Ltd.,2638,0.01%
Etablissementen Franz Colruyt N.V.,COLR,0.01%
Melexis NV,MELE,0.01%
Societe BIC SA,BB,0.01%
Inwido AB,INWI,0.01%
"SHIFT, Inc.",3697,0.01%
Kenon Holdings Ltd.,KEN,0.01%
Nordnet AB,SAVE,0.01%
"Hitachi Construction Machinery Co., Ltd.",6305,0.01%
AMG Advanced Metallurgical Group N.V.,AMG,0.01%
"Viscofan, S.A.",VIS,0.01%
S IMMO AG,SPI,0.01%
CompuGroup Medical SE & Co. KGaA,COP,0.01%
ERG S.p.A.,ERG,0.01%
ALTRI SGPS SA,ALTR,0.01%
JCDecaux SA,DEC,0.01%
OSG Corp,6136,0.01%
Nufarm Limited,NUF,0.01%
Bytes Technology Group Plc,BYIT,0.01%
Basic-Fit NV,BFIT,0.01%
"Hachijuni Bank, Ltd.",8359,0.01%
NS Solutions Corp,2327,0.01%
Zur Rose Group AG,ROSE,0.01%
"Takashimaya Company, Limited",8233,0.01%
Acerinox SA,ACX,0.01%
"Takuma Co., Ltd.",6013,0.01%
Marshalls plc,MSLH,0.01%
"Hino Motors,Ltd.",7205,0.01%
Moneysupermarket.com Group plc,MONY,0.01%
"Kamigumi Co., Ltd.",9364,0.01%
VGP NV,VGP,0.01%
"Colowide Co., Ltd.",7616,0.01%
Stillfront Group AB,SF,0.01%
Fuji Soft Incorporated,9749,0.01%
UOL Group Limited,U14,0.01%
Jupiter Fund Management plc,JUP,0.01%
Korian SA,KORI,0.01%
"Nishi-Nippon Financial Holdings, Inc.",7189,0.01%
Hamborner REIT AG,HABA,0.01%
Ambu A/S Class B,AMBU.B,0.01%
Rathbones Group PLC,RAT,0.01%
Clal Insurance Enterprises Holdings Limited,CLIS,0.01%
House Foods Group Inc.,2810,0.01%
IMMOFINANZ AG,IIA,0.01%
"Nishi-Nippon Railroad Co., Ltd.",9031,0.01%
"J. FRONT RETAILING Co., Ltd.",3086,0.01%
STRATEC SE,SBS,0.01%
Lenzing AG,LNZ,0.01%
"Wacom Co., Ltd.",6727,0.01%
Mycronic AB,MYCR,0.01%
Meitec Corporation,9744,0.01%
Instalco AB,INSTAL,0.01%
Koninklijke BAM Groep NV,BAMNB,0.01%
Toyo Tire Corporation,5105,0.01%
Dalata Hotel Group Plc,DHG,0.01%
Kadokawa Corporation,9468,0.01%
"Zensho Holdings Co., Ltd.",7550,0.01%
"Asahi Holdings, Inc.",5857,0.01%
NIB Holdings Ltd,NHF,0.01%
Waypoint REIT Ltd.,WPR,0.01%
Daiwa Securities Living Investment Corporation,8986,0.01%
MONTEA NV,MONT,0.01%
Unipol Gruppo S.p.A.,UNI,0.01%
Sacyr S.A.,SCYR,0.01%
Electra Ltd,ELTR,0.01%
DFDS A/S,DFDS,0.01%
Neoen S.A.,NEOEN,0.01%
Sanoma Oyj,SAA1V,0.01%
Invincible Investment Corp.,8963,0.01%
Grupo Catalana Occidente S.A.,GCO,0.01%
Euromoney Institutional Investor PLC,ERM,0.01%
FLEX LNG Ltd,FLNG,0.01%
Industrial & Infrastructure Fund Investment Corporation,3249,0.01%
"Yamada Holding Co., Ltd.",9831,0.01%
Nabtesco Corporation,6268,0.01%
FLSmidth & Co. A/S,FLS,0.01%
ASOS plc,ASC,0.01%
Shangri-La Asia Limited,69,0.01%
"Cosmo Energy Holdings Co., Ltd.",5021,0.01%
Gamma Communications PLC,GAMA,0.01%
Nipro Corporation,8086,0.01%
"Suzuken Co., Ltd.",9987,0.01%
DIC Corporation,4631,0.01%
"Taiyo Holdings Co., Ltd.",4626,0.01%
"Japan Excellent, Inc.",8987,0.01%
"NIPPON GAS Co., Ltd.",8174,0.01%
Telecom Plus PLC,TEP,0.01%
"Morinaga & Co., Ltd.",2201,0.01%
Essentra plc,ESNT,0.01%
"SAWAI GROUP HOLDINGS Co., Ltd.",4887,0.01%
Chorus Limited,CNU,0.01%
Shaftesbury PLC,SHB,0.01%
SFS Group AG,SFSN,0.01%
Insignia Financial Ltd,IFL,0.01%
Deterra Royalties Ltd,DRR,0.01%
"RAKUS Co., Ltd.",3923,0.01%
"Toei Company, Ltd.",9605,0.01%
"Welcia Holdings Co., Ltd.",3141,0.01%
APPLUS SERVICES S.A.,APPS,0.01%
Netcompany Group A/S,NETC,0.01%
ZIM Integrated Shipping Services Ltd.,ZIM,0.01%
AUB Group Limited,AUB,0.01%
Centuria Industrial REIT,CIP,0.01%
Ichigo Office REIT Investment Corporation,8975,0.01%
mobilezone holding AG,MOZN,0.01%
NTT UD REIT Investment Corporation,8956,0.01%
"Nippon Light Metal Holdings Co., Ltd.",5703,0.01%
De Grey Mining Ltd,DEG,0.01%
Nippon Accommodations Fund Inc.,3226,0.01%
Sirius Real Estate Limited,SRE,0.01%
"Hysan Development Co., Ltd.",14,0.01%
Fortune Real Estate Investment Trust,778,0.01%
Close Brothers Group plc,CBG,0.01%
"Tokyo Ohka Kogyo Co., Ltd.",4186,0.01%
Cargotec Oyj Class B,CGCBV,0.01%
Nexity SA Class A,NXI,0.01%
Eurocommercial Properties NV,ECMPA,0.01%
SoftwareONE Holding Ltd.,SWON,0.01%
Encavis AG,ECV,0.01%
Kaneka Corporation,4118,0.01%
PCCW Limited,8,0.01%
Atea ASA,ATEA,0.01%
SSP Group Plc,SSPG,0.01%
"TS Tech Co., Ltd.",7313,0.01%
Lion Corporation,4912,0.01%
Smart Metering Systems PLC,SMS,0.01%
Pigeon Corporation,7956,0.01%
Modern Times Group MTG AB Class B,MTG.B,0.01%
Infomart Corporation,2492,0.01%
Coface SA,COFA,0.01%
Chemring Group PLC,CHG,0.01%
Sanne Group PLC,SNN,0.01%
"Furukawa Electric Co., Ltd.",5801,0.01%
Spirent Communications plc,SPT,0.01%
CIMIC Group Limited,CIM,0.01%
Gimv NV,GIMB,0.01%
Nihon Kohden Corporation,6849,0.01%
Lancashire Holdings Limited,LRE,0.01%
Daiwa Office Investment Corporation,8976,0.01%
Uponor Oyj Class A,UPONOR,0.01%
Cembra Money Bank AG,CMBN,0.01%
VTech Holdings Limited,303,0.01%
"Kokuyo Co., Ltd.",7984,0.01%
Teijin Limited,3401,0.01%
"Seino Holdings Co., Ltd.",9076,0.01%
Medipal Holdings Corporation,7459,0.01%
Ansell Limited,ANN,0.01%
"AEON Financial Service Co., Ltd.",8570,0.01%
Bilia AB Class A,BILI.A,0.01%
"NGK SPARK PLUG CO., LTD.",5334,0.01%
Kemira Oyj,KEMIRA,0.01%
"Digital Garage, Inc.",4819,0.01%
Ebro Foods SA,EBRO,0.01%
Strauss Group Ltd,STRS,0.01%
"TSURUHA Holdings, Inc.",3391,0.01%
"Alps Alpine Co., Ltd.",6770,0.01%
Catena AB,CATE,0.01%
Tessenderlo Group N.V.,TESB,0.01%
Pro Medicus Limited,PME,0.01%
"Sugi Holdings Co., Ltd.",7649,0.01%
Pendal Group Limited,PDL,0.01%
BIC Cameras Inc.,3048,0.01%
Biffa Plc,BIFF,0.01%
Nisshinbo Holdings Inc.,3105,0.01%
Qt Group Plc,QTCOM,0.01%
S4 Capital plc,SFOR,0.01%
Primary Health Properties PLC,PHP,0.01%
"Dowa Holdings Co., Ltd.",5714,0.01%
IWG Plc,IWG,0.01%
De\'Longhi S.p.A.,DLG,0.01%
Paltac Corporation,8283,0.01%
"Mercari, Inc.",4385,0.01%
UBE Corporation,4208,0.01%
Keppel Infrastructure Trust,A7RU,0.01%
City Developments Limited,C09,0.01%
Durr AG,DUE,0.01%
"Japan Securities Finance Co., Ltd.",8511,0.01%
Plus500 Ltd.,PLUS,0.01%
Raiffeisen Bank International AG,RBI,0.01%
"Daiseki Co., Ltd.",9793,0.01%
Chalice Mining Limited,CHN,0.01%
InMode Ltd.,INMD,0.01%
Landis+Gyr Group AG,LAND,0.01%
"Park24 Co., Ltd.",4666,0.01%
"Nankai Electric Railway Co., Ltd.",9044,0.01%
"Stanley Electric Co., Ltd.",6923,0.01%
"EXEO Group, Inc.",1951,0.01%
"TOHO GAS Co., Ltd.",9533,0.01%
Hufvudstaden AB Class A,HUFV.A,0.01%
"Hoshino Resorts REIT, Inc.",3287,0.01%
"Tokai Tokyo Financial Holdings, Inc.",8616,0.01%
Yanlord Land Group Limited,Z25,0.01%
Trigano SA,TRI,0.01%
freee K.K.,4478,0.01%
Trainline Plc,TRN,0.01%
Precinct Properties New Zealand Ltd.,PCT,0.01%
Nifco Inc.,7988,0.01%
"Mitsui Fudosan Logistics Park, Inc.",3471,0.01%
Yue Yuen Industrial (Holdings) Limited,551,0.01%
Coca-Cola Bottlers Japan Holdings Inc.,2579,0.01%
Ain Holdings Inc.,9627,0.01%
HEXPOL AB Class B,HPOL.B,0.01%
JTEKT Corporation,6473,0.01%
"Hulic Reit, Inc.",3295,0.01%
Dexerials Corp.,4980,0.01%
Abacus Property Group,ABP,0.01%
AEM Holdings Ltd.,AWX,0.01%
Elekta AB Class B,EKTA.B,0.01%
JDE Peet\'s NV,JDEP,0.01%
National Storage REIT,NSR,0.01%
INFRONEER Holdings Inc.,5076,0.01%
"DeNA Co., Ltd.",2432,0.01%
"Koei Tecmo Holdings Co., Ltd.",3635,0.01%
"GREE, Inc.",3632,0.01%
Swedencare AB,SECARE,0.01%
CGG,CGG,0.01%
Subsea 7 S.A.,SUBC,0.01%
Plastic Omnium SE,POM,0.01%
IRESS Limited,IRE,0.01%
SATS Ltd,S58,0.01%
Corem Property Group AB Class B,CORE.B,0.01%
Internet Initiative Japan Inc.,3774,0.01%
"Hikari Tsushin, Inc.",9435,0.01%
"Kuraray Co., Ltd.",3405,0.01%
ARA LOGOS Logistics Trust,K2LU,0.01%
Rubis SCA,RUI,0.01%
Vistry Group PLC,VTY,0.01%
Heiwa Corporation,6412,0.01%
"Rengo Co., Ltd.",3941,0.01%
Keppel DC REIT,AJBU,0.01%
Coats Group plc,COA,0.01%
Accell Group N.V.,ACCEL,0.01%
Bilfinger SE,GBF,0.01%
Biotage AB,BIOT,0.01%
Valiant Holding AG,VATN,0.01%
West African Resources Ltd,WAF,0.01%
"Penta-Ocean Construction Co., Ltd.",1893,0.01%
Salzgitter AG,SZG,0.01%
Loomis AB,LOOMIS,0.01%
Eutelsat Communications SA,ETL,0.01%
Event Hospitality & Entertainment Ltd.,EVT,0.01%
Hays plc,HAS,0.01%
Deutsche EuroShop AG,DEQ,0.01%
Nova Ltd.,NVMI,0.01%
"Kyushu Electric Power Company,Incorporated",9508,0.01%
"Tohoku Electric Power Company, Incorporated",9506,0.01%
Sayona Mining Ltd.,SYA,0.01%
Kenedix Residential Next Investment Corporation,3278,0.01%
Countryside Partnerships PLC,CSP,0.01%
NIPPON REIT Investment Corp,3296,0.01%
VERBIO Vereinigte BioEnergie AG,VBK,0.01%
Buzzi Unicem S.p.A.,BZU,0.01%
"Mitsui High-Tec, Inc.",6966,0.01%
CANCOM SE,COK,0.01%
Toyota Boshoku Corp.,3116,0.01%
Emmi AG,EMMN,0.01%
Kinepolis Group NV,KIN,0.01%
"Resorttrust, Inc.",4681,0.01%
CA Immobilien Anlagen AG,CAI,0.01%
Shufersal Ltd Class B,SAE,0.01%
Golden Agri-Resources Ltd,E5H,0.01%
Interroll Holding AG,INRN,0.01%
Nickel Mines Ltd.,NIC,0.01%
"Faes Farma, S.A.",FAE,0.01%
Elis SA,ELIS,0.01%
Assura PLC,AGR,0.01%
"Fluidra, S.A.",FDR,0.01%
TP ICAP Group plc,TCAP,0.01%
Capricorn Energy PLC,CNE,0.01%
Metsa Board Oyj Class B,METSB,0.01%
Kanematsu Corporation,8020,0.01%
Crest Nicholson Holdings Plc,CRST,0.01%
Scandinavian Tobacco Group A/S,STG,0.01%
Mirait Holdings Corporation,1417,0.01%
Sumitomo Pharma Co.Ltd.,4506,0.01%
John Wood Group PLC,WG,0.01%
"Mani, Inc.",7730,0.01%
Carnival plc,CCL,0.01%
Virbac SA,VIRP,0.01%
OC Oerlikon Corporation AG,OERL,0.01%
"TOCALO Co., Ltd.",3433,0.01%
"Keihan Holdings Co.,Ltd.",9045,0.01%
Delek Group Ltd.,DLEKG,0.01%
J D Wetherspoon plc,JDW,0.01%
Johns Lyng Group Ltd,JLG,0.01%
EDION Corp,2730,0.01%
Benefit One Inc.,2412,0.01%
Mitsubishi Materials Corp.,5711,0.01%
Banca Mediolanum SpA,BMED,0.01%
"Sotetsu Holdings, Inc.",9003,0.01%
TORIDOLL Holdings Corporation,3397,0.01%
Migdal Insurance & Financial Holdings Ltd.,MGDL,0.01%
Domino\'s Pizza Group plc,DOM,0.01%
"Solaria Energia y Medio Ambiente, S.A.",SLR,0.01%
Sanwa Holdings Corporation,5929,0.01%
LXI REIT PLC,LXI,0.01%
Aareal Bank AG,ARL,0.01%
Wallenstam AB Class B,WALL.B,0.01%
Link Administration Holdings Ltd.,LNK,0.01%
"NHK Spring Co., Ltd.",5991,0.01%
Gazit-Globe Ltd.,GZT,0.01%
Cranswick plc,CWK,0.01%
Super Retail Group Limited,SUL,0.01%
Zeon Corporation,4205,0.01%
Hypoport SE,HYQ,0.01%
"Nippon Electric Glass Co., Ltd.",5214,0.01%
PowerCell Sweden AB,PCELL,0.01%
AJ Bell Plc,AJB,0.01%
"Kyushu Financial Group, Inc.",7180,0.01%
Shikun & Binui Ltd,SKBN,0.01%
Elkem ASA,ELK,0.01%
Zehnder Group AG Class A,ZEHN,0.01%
Fagron SA,FAGR,0.01%
Iveco Group NV,IVG,0.01%
"Hisamitsu Pharmaceutical Co., Inc.",4530,0.01%
Sankyu Inc.,9065,0.01%
"Japan Airport Terminal Co., Ltd.",9706,0.01%
First Pacific Co. Ltd.,142,0.01%
dormakaba Holding AG,DOKA,0.01%
"Chugoku Electric Power Co., Inc.",9504,0.01%
"Electric Power Development Co., Ltd.",9513,0.01%
Diversified Energy Company PLC,DEC,0.01%
Morgan Sindall Group plc,MGNS,0.01%
Atrium Ljungberg AB Class B,ATRLJ.B,0.01%
NSK Ltd.,6471,0.01%
Sembcorp Marine Ltd,S51,0.01%
Tsumura & Co.,4540,0.01%
Eramet SA,ERA,0.01%
Idorsia Ltd.,IDIA,0.01%
Pets At Home Group Plc,PETS,0.01%
EVN AG,EVN,0.01%
Sydbank A/S,SYDB,0.01%
NOVONIX Ltd,NVX,0.01%
BFF Bank SpA,BFF,0.01%
"CALBEE, Inc.",2229,0.01%
Keller Group plc,KLR,0.01%
Nagarro SE,NA9,0.01%
Graincorp Limited Class A,GNC,0.01%
Phoenix Holdings Ltd.,PHOE,0.01%
Gav-Yam Lands Corp. Ltd,GVYM,0.01%
Alfresa Holdings Corporation,2784,0.01%
"Mitsui Mining and Smelting Company, Limited",5706,0.01%
COSMOS Pharmaceutical Corporation,3349,0.01%
AIB Group PLC,A5G,0.01%
Brembo S.p.A.,BRE,0.01%
Hill & Smith Holdings PLC,HILS,0.01%
"Corporacion Financiera Alba, S.A.",ALB,0.01%
Topcon Corp.,7732,0.01%
"Toagosei Co., Ltd.",4045,0.01%
Provident Financial PLC,PFG,0.01%
"77 Bank, Ltd.",8341,0.01%
"Toho Holdings Co., Ltd.",8129,0.01%
Intershop Holding AG,ISN,0.01%
Grieg Seafood ASA,GSF,0.01%
Ratos AB Class B,RATO.B,0.01%
"Bank of Kyoto, Ltd.",8369,0.01%
Compagnie d\'Entreprises CFE SA,CFEB,0.01%
ROCKWOOL A/S Class B,ROCK.B,0.01%
PageGroup PLC,PAGE,0.01%
Fujitsu General Limited,6755,0.01%
"Yamato Kogyo Co., Ltd.",5444,0.01%
Pilot Corporation,7846,0.01%
Tokuyama Corporation,4043,0.01%
Euronav NV,EURN,0.01%
Comfortdelgro Corporation Limited,C52,0.01%
IP Group plc,IPO,0.01%
Hutchison Port Holdings Trust,NS8U,0.01%
Costa Group Holdings Ltd.,CGC,0.01%
"Activia Properties, Inc.",3279,0.01%
Compania de Distribucion Integral Logista Holdings S.A.,LOG,0.01%
Perseus Mining Limited,PRU,0.01%
Atlas Corp.,ATCO,0.01%
Fevertree Drinks PLC,FEVR,0.01%
Enlight Renewable Energy Ltd,ENLT,0.01%
Konecranes Oyj,KCR,0.01%
Pola Orbis Holdings Inc.,4927,0.01%
Adevinta ASA,ADE,0.01%
Kyushu Railway Company,9142,0.01%
Currys PLC,CURY,0.01%
Elders Limited,ELD,0.01%
Kureha Corporation,4023,0.01%
"Skylark Holdings Co., Ltd.",3197,0.01%
