Summary data collected by the Greenhouse Gas Reporting Program for 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 08/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab),,,,,,,,,,,,,,Total Emissions from Gathering & Boosting by Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,Basin,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Primary NAICS Code,Industry Type (subparts),Total reported emissions from Gathering & Boosting,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012520,110070082341,Enterprise Products Operating LLC 230 Arkla Basin,230 - Arkla Basin,Houston,TX,77002,1100 Louisiana Street,HARRIS COUNTY,29.7574,-95.36843,486210,W-GB,"10,874.45","2,762.40","8,111.75",0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012487,110070082321,Enterprise Products Operating LLC 260 East Texas Basin,260 - East Texas Basin,Houston,TX,77002,1100 Louisiana Street,HARRIS COUNTY,29.75421,-95.36021,486210,W-GB,"65,108.89","42,588.40","22,497.25",23.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012492,110070082323,Enterprise Products Operating LLC 430 Permian Basin,430 - Permian Basin,Houston,TX,77002,1100 Louisiana Street,HARRIS COUNTY,29.74013,-95.47309,486210,W-GB,"272,354.75","213,376.50","58,858.75",119.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012524,110070082344,Enterprise Products Operating LLC 535 Green River Basin,535 - Green River Basin,Houston,TX,77002,1100 Louisiana Street,HARRIS COUNTY,29.7574,-95.36843,486210,W-GB,"444,343.47","379,851.10","64,279.00",213.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012468,110070082307,Enterprise Products Operating LLC 580 San Juan Basin,580 - San Juan Basin,Houston,TX,77002,1100 Louisiana Street,HARRIS COUNTY,29.7574,-95.36843,486210,W-GB,"711,071.71","581,359.20","129,386.50",326.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013675,110054084959,Enterprise Products Operating LLC 595 Piceance Basin,595 - Piceance Basin,Houston,TX,77002,1100 Louisiana Street,HARRIS COUNTY,29.7574,-95.36843,486210,W-GB,"29,947.20","27,280.30","2,652.00",14.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012687,110070082445,EnverVest Operating L.L.C.- 430 Permian basin G&B,430 - Permian Basin,Houston,TX,77002,"1001 Fannin Street, Suite 800",HARRIS COUNTY,29.75608,-95.36433,211130,W-GB,"205,503.55","48,523.40","156,949.75",30.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012624,110070082410,Equinor Pipelines LLC - Eagle Ford,"220 - Gulf Coast Basin (LA, TX)",Austin,TX,78730,"6300 Bridge Point Parkway, Suite 100",TRAVIS COUNTY,30.35415,-97.80127,211130,W-GB,"348,831.04","331,236.10","17,421.50",173.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013801,110070878884,"Equitrans, LP - Equitrans Gathering",160A - Appalachian Basin (Eastern Overthrust Area),Canonsburg,PA,15317,2200 Energy Drive,ALLEGHENY COUNTY,40.336917,-80.136169,211130,W-GB,"46,287.14","3,737.30","42,547.75",2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011702,110064007541,"Eureka Midstream, LLC",160A - Appalachian Basin (Eastern Overthrust Area),Marietta,OH,45750,27710 State Route 7,WASHINGTON COUNTY,39.5410499,-80.6618014,211130,W-GB,"173,588.06","141,402.80","32,104.50",80.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012298,110070082225,"Evergreen Natural Resources, LLC. Las Vegas-Raton",455 - Las Vegas-Raton Basin,Trinidad,CO,81082,27000 Highway 12,,37.1583021,-104.5655273,211130,W-GB,"226,219.09","149,713.30","76,421.75",84.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012459,110070082300,ExxonMobil 535 Green River GB (LaBArge Gathering & Boosting),535 - Green River Basin,LaBarge,WY,83123,13 miles NW of LaBarge,,42.251572,-110.2593928,211130,W-GB,"61,863.96","49,636.60","12,191.00",36.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012498,110070082328,FL Rich Gas Services,"220 - Gulf Coast Basin (LA, TX)",Dallas,TX,75201,1717 Main Street Suite 5200,DALLAS COUNTY,32.78123,-96.79642,211130,W-GB,"61,678.81","37,652.90","24,004.75",21.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012841,110070069865,Foundation Energy Management 540 DJ Basin G & B,540 - Denver Basin,Dallas,TX,75248,"16000 Dallas Parkway, Suite 875",DALLAS COUNTY,32.96615,-96.82104,211130,W-GB,"59,803.52","34,936.10","24,847.75",19.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012626,110070082411,GATHERING/BOOSTING SAN JUAN BASIN 580,580 - San Juan Basin,NAVAJO DAM,NM,87419,FOREST RD 218,,36.8599119,-107.6215321,211130,W-GB,"18,542.28","17,848.40",683.75,10.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013368,110070525525,Gateway Gathering Station,430 - Permian Basin,Mentone,TX,79754,,LOVING COUNTY,31.931,-103.6267,211130,W-GB,"68,196.56","65,078.90","3,082.50",35.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013745,,"Gemini Arklatex, LLC",260 - East Texas Basin,Houston,TX,77010,"1221 McKinney Street, Suite 3175",,29.75643,-95.362408,486210,W-GB,"81,388.78","76,305.10","5,043.75",39.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013946,110070931062,Goff Connector 160A Appalachian Basin (Eastern Overthrust Area) GB,160A - Appalachian Basin (Eastern Overthrust Area),Sewickley,PA,15143,"417 Thorn St., Suite 301",ALLEGHENY COUNTY,40.53969,-80.18231,211130,W-GB,"32,753.66","22,695.10","10,045.75",12.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013892,110070930998,Grand Slam Central Delivery Point,430 - Permian Basin,pecos,TX,79772,,REEVES COUNTY,31.8596,-104.01947,486210,W-GB,"65,371.26","36,314.20","29,044.25",12.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012557,110070082363,"Grayson Mill Operating, LLC - Midstream",395 - Williston Basin,Houston,TX,77079,"1160 Dairy Ashford, Suite 140",,29.7817014421293,-95.6058451602281,486110,W-GB,"59,912.94","58,600.20","1,281.75",30.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013738,,Great Salt Plains MIdstream,360 - Anadarko Basin,Oklahoma CIty,OK,73134,"14000 Quail Springs Parkway, Suite 5500",,35.612122,-97.575267,211130,W-GB,"20,993.90","15,925.40","5,068.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012341,110070082242,Green River Basin - G&B - AAPG Province 535,535 - Green River Basin,Denver,CO,80202,1099 18th St. #1800,DENVER COUNTY,39.74933,-104.99275,211130,W-GB,"122,018.24","63,880.20","58,099.00",39.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012377,110070082255,Grizzly Piceance Basin G&B (595),595 - Piceance Basin,Houston,TX,77050,"5847 San Felipe, Suite 3000",HARRIS COUNTY,29.74993,-95.48193,211130,W-GB,"62,562.30","46,229.30","16,311.25",21.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012198,110070082192,Gulf Coast Basin Gathering & Boosting - AAPG Province 220,"220 - Gulf Coast Basin (LA, TX)",The Woodlands,TX,77380,9950 Woodloch Forest Drive,MONTGOMERY COUNTY,30.16115,-95.45389,211130,W-GB,"368,996.40","311,327.70","57,496.75",171.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012256,110070082215,HEP Pennsylvania Gathering LLC Midstream (160A) Operations,160A - Appalachian Basin (Eastern Overthrust Area),Towanda,PA,18848,37 Fox Chase Drive,BRADFORD COUNTY,41.742637,-76.447847,486210,W-GB,"279,371.90","268,701.50","10,655.50",14.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009289,110040089702,Haynesville Gathering-230-Arkla Basin,230 - Arkla Basin,Ringgold,LA,71068,1880 Layfield Road,BIENVILLE PARISH,32.243782,-93.283328,211130,W-GB,"92,423.61","90,576.30","1,840.75",6.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012790,110070082502,Hess Corporation - 395 - Williston Basin Gath & Boostn,395 - Williston Basin,Tioga,ND,58852,10340 - 68th Street NW,,48.3465618,-102.9789899,211130,W-GB,"247,828.76","221,046.53","26,667.69",114.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012184,110070082186,Hiland Partners Holdings LLC 395 Williston Basin,395 - Williston Basin,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,211130,W-GB,"351,415.75","302,359.80","48,884.00",171.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012165,110070082182,"Hilcorp Alaska, LLC 820 Kenai G&B",,Kenai,AK,99611,,KENAI PENINSULA BOROUGH,60.74565,-150.857239,211120,W-GB,"65,523.23","56,873.30","8,617.75",32.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012164,110064404700,"Hilcorp Alaska, LLC 890 Basin, G&B",,Prudhoe Bay,AK,99734,,NORTH SLOPE BOROUGH,70.458965,-149.441567,211120,W-GB,"221,994.45","220,739.60","1,128.50",126.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012722,110070082463,Hilcorp Energy Company - Gulf Coast Basin (220) Gathering & Boosting,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,1111 Travis St.,HARRIS COUNTY,29.756666,-95.366421,211120,W-GB,"158,484.27","36,249.90","122,215.00",19.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013991,110070082463,Hilcorp Energy Company - Wind River Basin (530) Gathering & Boosting,530 - Wind River Basin,Houston,TX,77002,1111 Travis St.,HARRIS COUNTY,29.756666,-95.366421,211120,W-GB,"32,949.50","27,249.80","5,684.50",15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012135,110070082165,"Hilcorp North Slope, Basin 890-G&B Facility",,Prudhoe Bay,AK,99734,,NORTH SLOPE BOROUGH,70.257844,-148.43581,211120,W-GB,"3,169,171.14","2,963,975.20","203,518.50","1,677.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013144,110070225637,IACX Roswell,430 - Permian Basin,Dallas,TX,75244,"5001 LBJ Freeway, Suite 300",DALLAS COUNTY,32.92691,-96.82273,486210,W-GB,"40,708.49","29,156.10","11,536.00",16.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012723,110058239062,IBEX Midstream-230-Arkla Basin,230 - Arkla Basin,Dallas,TX,75251,12377 Merit Dr. Suite 1200,DALLAS COUNTY,32.91593,-96.77249,211130,W-GB,"176,491.84","155,547.50","20,883.25",61.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012908,110070200793,Ignacio Compressor Station,580 - San Juan Basin,Ignacio,CO,81137,,LA PLATA COUNTY,37.10506389,-107.77194444,211130,W-GB,"34,539.50","32,665.30","1,851.25",22.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013692,,Indigo Minerals LLC 230 Arkla Basin G&B,230 - Arkla Basin,HOUSTON,TX,77002,"600 TRAVIS STREET, SUITE 5500",,29.760653,-95.364137,211130,W-GB,"108,048.10","66,666.90","41,328.75",52.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013638,,Iron Horse Gathering - Basin 360,360 - Anadarko Basin,Amber,OK,73004,1483 CR 1290,,35.146018,-97.921775,211130,W-GB,"126,951.57","118,229.60","8,658.50",63.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012194,110070082189,Jackalope GGS – Powder River Basin 515,515 - Powder River Basin,Houston,TX,77002,"811 Main Street, Suite 3400",HARRIS COUNTY,29.75808,-95.364,213112,W-GB,"79,872.47","73,784.10","6,047.25",41.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012750,110070082480,Jay-Bee Oil & Gas Gathering,160A - Appalachian Basin (Eastern Overthrust Area),Cairo,WV,26337,3570 Shields Hill Rd,RITCHIE COUNTY,39.21594,-81.1591,211130,W-GB,"45,681.10","41,045.10","4,614.25",21.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013697,110058239071,KUDU Midstream-260 East Texas Basin,260 - East Texas Basin,Dallas,TX,75251,12377 Merit Dr. Suite 1200,DALLAS COUNTY,32.91593,-96.77249,211130,W-GB,"120,704.45","113,615.10","7,045.25",44.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012201,110054613539,Kinder Morgan Altamont LLC 575 Uinta Basin,575 - Uinta Basin,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,211130,W-GB,"291,791.56","127,016.10","164,702.75",72.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012576,110070082375,"Kinder Morgan Energy Partners, L.P. 220 Gulf Coast Basin (LA, TX)","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.76003,-95.36387,211130,W-GB,"144,137.96","51,547.60","92,561.75",28.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012558,110022871800,Kinder Morgan Production 430 Permian Basin GB,430 - Permian Basin,Midland,TX,79705,"6 Desta Drive, Suite 6000",MIDLAND COUNTY,32.02994,-102.08741,211130,W-GB,"64,313.71","57,366.30","6,918.50",28.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012566,110070082368,"Kinder Morgan, Inc. 345 Arkoma Basin",345 - Arkoma Basin,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,211130,W-GB,"173,450.33","94,119.50","79,283.75",47.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012562,110070082366,"Kinder Morgan, Inc. 350 South Oklahoma Folded Belt",350 - South Oklahoma Folded Belt,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,211130,W-GB,"55,984.80","27,410.10","28,559.50",15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012597,110070082390,"Kinder Morgan, Inc. 355 Chautauqua Platform",355 - Chautauqua Platform,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,211130,W-GB,"223,308.54","107,768.80","115,479.25",60.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012565,110070209477,"Kinder Morgan, Inc. 360 Anadarko Basin",360 - Anadarko Basin,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,211130,W-GB,"12,257.43","4,214.30","8,040.75",2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012579,110070082377,"Kinder Morgan, Inc. 420 Fort Worth Syncline",420 - Fort Worth Syncline,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,211130,W-GB,"26,736.80","13,836.30","12,892.75",7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012200,110070082193,KinderHawk Field Services LLC 230 Arkla Basin,230 - Arkla Basin,Houston,TX,77002,"1001 Louisiana St, Suite 1000",HARRIS COUNTY,29.75816,-95.36782,211130,W-GB,"164,845.42","109,683.70","55,120.00",41.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012819,110070082516,"LAMBDA ENERGY RESOURCES LLC, MICHIGAN BASIN G&B",305 - Michigan Basin,HOUSTON,TX,77079,12012 Wickchester Suite 300,HARRIS COUNTY,29.7885,-95.59942,211130,W-GB,"38,706.61","24,413.30","14,280.50",12.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012785,110070082500,Laramie Enegy LLC (Gathering And Boosting),595 - Piceance Basin,Denver,CO,80202,"1401 Seventeenth Street, Suite 1401",DENVER COUNTY,39.75099,-104.99733,211130,W-GB,"119,607.30","88,031.10","31,509.75",66.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012359,110030905947,Laredo Basin 430 B&G,430 - Permian Basin,Tulsa,OK,74119,"15 W 6th Street, Suite 900",TULSA COUNTY,36.150442,-95.98975,211120,W-GB,"203,178.93","130,948.50","72,161.00",69.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012787,110070082501,"Lavaca Midstream, L.L.C.","220 - Gulf Coast Basin (LA, TX)",Moulton,TX,77975,526 S Lavaca,LAVACA COUNTY,29.46277,-97.195958,211130,W-GB,"134,493.66","118,755.90","15,672.50",65.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012818,110070082515,Lewis Energy Group - G&B,"220 - Gulf Coast Basin (LA, TX)",San Antonio,TX,78216,10101 Reunion Place Suite 1000,BEXAR COUNTY,29.53206,-98.48489,211130,W-GB,"256,133.16","227,091.30","28,917.00",124.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013416,110070069680,Lucid Energy Artesia 430 Permian Basin GB,430 - Permian Basin,Dallas,TX,75201,3100 McKinnon Suite 800,DALLAS COUNTY,32.79729,-96.81072,486210,W-GB,"26,692.41","21,212.60","5,467.00",12.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012529,110070069680,Lucid Energy Delaware 430 Permian Basin GB,430 - Permian Basin,Dallas,TX,75201,3100 McKinnon Suite 800,DALLAS COUNTY,32.79729,-96.81072,486210,W-GB,"536,260.76","505,435.80","29,419.00","1,405.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012450,110070082293,MAVERICK - BASIN 305 G&B,305 - Michigan Basin,GAYLORD,MI,49735,1165 ELKVIEW DRIVE,OTSEGO COUNTY,45.01368,-84.67351,211130,W-GB,"53,613.31","25,141.10","28,458.50",13.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012778,110070082494,MERIT ANADARKO BASIN NGG&B,360 - Anadarko Basin,LIBERAL,KS,67905,1701 N KANSAS AVE,SEWARD COUNTY,37.05705,-100.92224,211130,W-GB,"263,470.75","230,364.30","32,965.50",140.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013966,110022872159,MERIT ENERGY CO. - EAST TEXAS BASIN G&B,260 - East Texas Basin,DALLAS,TX,75240,"13727 NOEL RD, STE 1200",DALLAS COUNTY,32.93476,-96.81801,211130,W-GB,"28,115.61","20,914.30","7,188.50",12.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012572,110070082374,Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220) - GB,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77056,5555 San Felipe,,29.7494961222381,-95.4715651355821,211120,W-GB,"945,962.58","896,201.60","49,289.25",471.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012484,110070082319,"MarkWest Energy East Texas Gas Company, L.L.C. - 260 East Texas Basin - G&B",260 - East Texas Basin,Denver,CO,80202,"1515 Arapahoe Street, Tower 1, Suite 1600",DENVER COUNTY,39.74714,-104.99658,486210,W-GB,"250,666.93","176,434.80","74,132.00",100.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012497,110070082327,"MarkWest Energy South Texas Gas Company, L.L.C. - 220 Gulf Coast Basin (LA, TX) - G&B","220 - Gulf Coast Basin (LA, TX)",Denver,CO,80202,"1515 Arapahoe Street, Tower 1, Suite 1600",DENVER COUNTY,39.74714,-104.99658,486210,W-GB,"36,340.78","33,652.60","2,670.00",18.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012483,110070082318,"MarkWest Liberty Bluestone, L.L.C. - 160A Appalachian Basin (Eastern Overthrust Area) - G&B",160A - Appalachian Basin (Eastern Overthrust Area),Denver,CO,80202,"1515 Arapahoe Street, Tower 1, Suite 1600",DENVER COUNTY,39.74714,-104.99658,486210,W-GB,"97,158.38","95,415.30","1,688.25",54.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012504,110070082318,"MarkWest Liberty Midstream & Resources, L.L.C. - 160A Appalachian Basin (Eastern Overthrust Area) - G&B",160A - Appalachian Basin (Eastern Overthrust Area),Denver,CO,80202,"1515 Arapahoe Street, Tower 1, Suite 1600",DENVER COUNTY,39.74714,-104.99658,486210,W-GB,"588,415.12","570,870.10","17,205.00",340.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012503,110070082331,"MarkWest Oklahoma Gas Company, L.L.C. - 345 Arkoma Basin - GB",345 - Arkoma Basin,Denver,CO,80202,"1515 Arapahoe Street, Tower 1, Suite 1600",DENVER COUNTY,39.74714,-104.99658,486210,W-GB,"270,924.83","199,039.50","71,770.00",115.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012479,110070082315,"MarkWest Oklahoma Gas Company, L.L.C. - 355 Chautauqua Platform - G&B",355 - Chautauqua Platform,Denver,CO,80202,"1515 Arapahoe Street, Tower 1, Suite 1600",DENVER COUNTY,39.74714,-104.99658,486210,W-GB,"168,977.73","123,617.70","45,290.00",70.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012496,110070082326,"MarkWest Oklahoma Gas Company, L.L.C. - 360 Anadarko Basin - G&B",360 - Anadarko Basin,Denver,CO,80202,"1515 Arapahoe Street, Tower 1, Suite 1600",DENVER COUNTY,39.74714,-104.99658,486210,W-GB,"728,837.81","501,422.00","227,134.50",281.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013280,110070525545,"Medallion Midstream 2, LLC. - Permian Basin (430) Gathering & Boosting",430 - Permian Basin,Irving,TX,75039,"909 Lake Carolyn Parkway, Suite 1600",DALLAS COUNTY,32.868866,-96.93365,211130,W-GB,"35,815.87","34,506.00","1,290.50",19.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012433,110070082284,Merit Energy 345 Arkoma Basin GB,345 - Arkoma Basin,Dallas,TX,75240,13727 Noel Drive,DALLAS COUNTY,32.93476,-96.81801,211130,W-GB,"297,980.43","246,454.20","51,366.50",159.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012358,110070082249,"Merit Energy Co., South Texas G&B – 220","220 - Gulf Coast Basin (LA, TX)",Dallas,TX,75240,"13727 Noel Road, Suite 1200",DALLAS COUNTY,32.93476,-96.81801,211130,W-GB,"249,589.46","172,319.10","77,167.25",103.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013964,110070931025,Mewbourne Oil Company - Permian Basin 430 Gf,430 - Permian Basin,Hobbs,NM,88240,"4801 Business Park Blvd, Hobbs, NM 88240",LEA COUNTY,32.761073,-103.197581,486210,W-GB,"83,060.19","64,952.80","18,075.50",31.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012638,110070082417,Midcoast - Anadarko Basin 360,360 - Anadarko Basin,Houston,TX,77010,"1501 McKinney St., Suite 600",,29.7574,-95.36843,211130,W-GB,"350,244.00","287,213.20","62,844.25",186.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013355,,Midpoint Midstream-Anadarko Basin,360 - Anadarko Basin,Wheeler,TX,79096,1311 West Oklahoma Avenue,,35.4453327256219,-100.293970915342,211130,W-GB,"77,210.18","51,225.00","25,967.00",18.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013876,,"Monarch Midstream, LLC. Basin 160A – Appalachian Eastern Overthrust – GB",160A - Appalachian Basin (Eastern Overthrust Area),Greenwood Village,CO,80111,5613 DTC Parkway,,39.6137541029621,-104.894444952884,486210,W-GB,"43,820.64","27,471.10","16,333.75",15.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012764,110070082488,Mountaineer Gas Company 160 Appalachian Basin GB,160 - Appalachian Basin,Charleston,WV,25304,501 56th St SE,KANAWHA COUNTY,38.31337,-81.57088,486210,W-GB,"1,014.55",0.30,"1,014.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012583,110070082379,MurphyG&B-220,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77024,"9805 Katy Freeway, Suite G-200",HARRIS COUNTY,29.78388,-95.53543,211120,W-GB,"388,493.38","366,346.90","21,898.25",248.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012340,110070082241,Mustang Gas Products 355 Chautauqua Platform,355 - Chautauqua Platform,Oklahoma City,OK,73114,9800 North Oklahoma Avenue,OKLAHOMA COUNTY,35.56982,-97.50922,211130,W-GB,"29,870.37","8,424.40","21,441.50",4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012332,110070082238,Mustang Gas Products 360 Anadarko Basin,360 - Anadarko Basin,Oklahoma City,OK,73114,9800 North Oklahoma Avenue,OKLAHOMA COUNTY,35.56982,-97.50922,211130,W-GB,"306,825.52","94,463.10","212,313.25",49.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012336,110070082240,NFG Midstream Clermont Gathering System,160A - Appalachian Basin (Eastern Overthrust Area),Mount Jewett,PA,16740,27 Memory Lane,,41.7004496,-78.6228504,211130,W-GB,"135,221.64","109,666.00","25,494.25",61.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
