Summary data collected by the Greenhouse Gas Reporting Program for 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 08/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab),,,,,,,,,,,,,,Total Emissions from Onshore Oil & Gas Production by Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,Basin,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Primary NAICS Code,Industry Type (subparts),Total reported emissions from Onshore Oil & Gas Production ,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,Does the facility employ continuous emissions monitoring? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009332,110007920544,"Hilcorp Alaska, LLC 820 Kenai",,Anchorage,AK,99503,3800 Centerpoint Drive Ste 1400,KENAI PENINSULA BOROUGH,60.4589,-151.2653,211130,W-ONSH,"179,187.99","109,471.10","69,618.25",98.64,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011782,110010681707,"Hilcorp Alaska, LLC 890 Arctic Slope Basin",,Prudhoe Bay,AK,99734,,NORTH SLOPE BOROUGH,70.45833,-149.44166,211120,W-ONSH,"450,380.14","446,343.40","3,766.75",269.99,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011995,110067409664,Hilcorp Appalachian Basin (Eastern Overthrust Area),160A - Appalachian Basin (Eastern Overthrust Area),Houston,TX,77002,1111 Travis Street,HARRIS COUNTY,29.756666,-95.366421,211120,W-ONSH,"79,120.45","52,574.40","26,516.25",29.80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013111,,Hilcorp Energy Company - Central Overthrust Basin (507),507 - Central Western Overthrust,Houston,TX,77002,1111 Travis St.,,29.752554,-95.3704009,211130,W-ONSH,"231,507.64","3,653.60","227,852.25",1.79,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012706,110070082453,Hilcorp Energy Company - Green River Basin (535),535 - Green River Basin,Houston,TX,77002,1111 Travis St.,,29.752554,-95.3704009,211130,W-ONSH,"104,440.86","10,911.40","93,523.50",5.96,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012612,110070082401,Hilcorp Energy Company - Wind River Basin (530),530 - Wind River Basin,Houston,TX,77002,1111 Travis St.,,29.752554,-95.3704009,211130,W-ONSH,"102,490.32","34,129.50","68,341.75",19.07,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008172,110010681707,"Hilcorp North Slope, 890 - Arctic Slope Basin",,Prudhoe Bay,AK,99734,,NORTH SLOPE BOROUGH,70.300735,-148.37037,211120,W-ONSH,"43,904.36","42,204.70","1,649.00",50.66,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013026,,Hinkle Oil & Gas Inc.,360 - Anadarko Basin,Oklahoma City,OK,73112,"5600 North May Avenue, Suite 73112",,36.044075662,-98.0807265849999,211130,W-ONSH,"70,129.98","30,503.40","39,609.00",17.58,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011673,110063745023,Holmes Western Oil Corporation,745 - San Joaquin Basin,Taft,CA,93268,4300 Midway Road,KERN COUNTY,35.18063,-119.4592,211120,W-ONSH,"28,733.11","25,176.70","3,543.00",13.41,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009126,,Impact E&P Powder River Basin Operations,515 - Powder River Basin,Greenwood Village,CO,80111,"8101 E Prentice Ave., Suite 700",,29.9335594,-90.0700051,211120,W-ONSH,"48,118.26","32,174.90","15,922.50",20.86,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007599,,"Indigo Minerals, LLC",230 - Arkla Basin,Houston,TX,77002,"600 Travis Street, Suite 5500",,29.76012,-95.3638,211130,W-ONSH,"484,715.21","245,937.40","238,287.00",490.81,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013671,,"Inpex 220 Gulf Coast Basin (LA, TX)","220 - Gulf Coast Basin (LA, TX)",San Antonio,TX,78216,"601 NW Loop 410, Suite 325",,29.522101,-98.501205,211130,W-ONSH,"111,602.31","95,225.00","16,319.50",57.81,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007037,110055511432,"J. Cleo Thompson & James Cleo Thompson, Jr. L.P. 430 Permian Basin",430 - Permian Basin,Dallas,TX,75201,325 N. St. Paul Ste. 4300,DALLAS COUNTY,32.78633,-96.796253,211120,W-ONSH,"19,523.34","1,844.40","17,677.75",1.19,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013104,,"JKLM Energy, LLC",160A - Appalachian Basin (Eastern Overthrust Area),Sewickley,PA,15143,"2200 Georgetown Drive, Suite 500",,40.5593731,-80.1651854,211130,W-ONSH,"1,809.45",264.60,"1,544.25",0.60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008411,110055513225,JMA Energy 360,360 - Anadarko Basin,OKC,OK,73118,1021 NW Grand BLvd,OKLAHOMA COUNTY,35.529964,-97.528757,211120,W-ONSH,"30,690.39","16,734.20","13,947.25",8.94,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012734,110070069808,Jay-Bee Oil & Gas Wellsites,160A - Appalachian Basin (Eastern Overthrust Area),Cairo,WV,26337,3570 Shields Hill Rd,,39.2147002,-81.1857736,211130,W-ONSH,"57,397.62","54,381.40","2,974.50",41.72,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011450,110063234735,Jonah Energy LLC_AAPG 535_Green River Basin,535 - Green River Basin,Denver,CO,80202,"707 17th Street, Suite 2700",LARAMIE COUNTY,41.15647,-104.76581,211130,W-ONSH,"270,374.08","205,938.40","64,313.50",122.18,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008066,110055512119,"Jordan Development Company, LLC",305 - Michigan Basin,Traverse City,MI,49696,1503 Garfield Road N.,GRAND TRAVERSE COUNTY,44.70733,-85.59552,211130,W-ONSH,"75,639.91","43,459.60","32,152.00",28.31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009135,110010727534,Kaiser-Francis Oil Company 360 Anadarko Basin,360 - Anadarko Basin,Tulsa,OK,74136,6733 South Yale Ave,TULSA COUNTY,36.065483,-95.92207,211120,W-ONSH,"93,715.05","13,379.00","80,328.00",8.05,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008703,110045659140,Key Production Co. 360 Anadarko,360 - Anadarko Basin,Tulsa,OK,74103,"202 S. Cheyenne Ave., Suite 1000",TULSA COUNTY,36.151561,-95.989756,211120,W-ONSH,"7,179.15",47.90,"7,131.25",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013291,,"Kraken Oil and Gas II, LLC",395 - Williston Basin,Houston,TX,77024,"9805 Katy Freeway, Suite 300",,48.49281,-102.969,211120,W-ONSH,"346,294.46","329,572.70","16,529.25",192.51,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013324,,"Kraken Oil and Gas III, LLC",395 - Williston Basin,Houston,TX,77024,"9805 Katy Freeway, Suite 300",,29.783552,-95.535637,211120,W-ONSH,"105,280.81","96,618.20","8,604.50",58.11,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013301,,"Kraken Oil and Gas, LLC",395 - Williston Basin,Houston,TX,77024,"9805 Katy Freeway, Suite 300",,47.97686,-104.442,211120,W-ONSH,"130,693.41","126,688.00","3,917.50",87.91,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008299,110022872159,"LAMBDA ENERGY RESOURCES, LLC-Michigan Basin",305 - Michigan Basin,HOUSTON,TX,77079,12012 WICKCHESTER SUITE 300,DALLAS COUNTY,32.93476,-96.81801,211130,W-ONSH,"92,310.89","31,581.50","60,713.00",16.39,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009785,110054082078,LARAMIE ENERGY LLC - Piceance Basin (585),595 - Piceance Basin,Denver,CO,80202,"1401 17th St, Suite 1400",DENVER COUNTY,39.75099,-104.99733,211130,W-ONSH,"163,775.88","1,668.60","162,104.00",3.28,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012724,110070082464,"LOGOS OPERATING, LLC",580 - San Juan Basin,Farmington,NM,87401,2010 Afton Place,,36.7471661,-108.214028,211130,W-ONSH,"352,694.53","65,731.30","286,915.25",47.98,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013089,,LOLA Energy PetroCo,160A - Appalachian Basin (Eastern Overthrust Area),Canonsburg,PA,15317,1900 Main Street #107-4,,40.2767073,-80.1651854,211130,W-ONSH,"23,557.17","22,907.30",638.25,11.62,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009683,110045628745,"Laredo Energy 220 Gulf Basin (LA, TX)","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77024,"840 W. Sam Houston Pkwy., No., Ste. 400",HARRIS COUNTY,29.850591,-95.507729,211130,W-ONSH,"70,102.39","39,374.40","30,697.00",30.99,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009056,,Laredo Petroleum Basin 430,430 - Permian Basin,Tulsa,OK,74119,"15 W. Sixth Street, Suite 1800",,36.1433174,-95.9911897,211120,W-ONSH,"402,542.94","160,840.60","241,649.00",53.34,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011498,110063697049,Legacy Reserves Basin 430,430 - Permian Basin,Midland,TX,79702,"303 West Wall, Suite 1800",MIDLAND COUNTY,31.99692,-102.077654,211120,W-ONSH,"95,152.10","57,424.00","37,698.00",30.10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011975,110067409548,"Legacy Reserves Operating, LP Basin 260",260 - East Texas Basin,Buffalo,TX,75831,921 US Highway 75 S,FREESTONE COUNTY,31.589292,-96.136729,211130,W-ONSH,"88,037.15",513.90,"87,523.25",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009588,,Lewis Energy Group,"220 - Gulf Coast Basin (LA, TX)",San Antonio,TX,78216,10101 Reunion Place,,29.5516834,-98.4952228,211130,W-ONSH,"398,694.46","111,342.00","287,219.25",133.21,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012021,110070082159,Liberty Resources Managment LLC 395 Williston Basin,395 - Williston Basin,Battleview,ND,58773,9895 Hwy 40,,48.577676,-102.777417,211120,W-ONSH,"66,681.88","54,314.70","12,341.25",25.93,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011873,110067273186,"Lime Rock Resources III-A, Williston Basin",395 - Williston Basin,Houston,TX,77002,1111 Bagby Street Suite 4600,HARRIS COUNTY,29.75867,-95.37054,211120,W-ONSH,"111,144.75","98,408.60","12,705.75",30.40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011666,110063744729,Lindsay Field Office,360 - Anadarko Basin,Lindsay,OK,73052,401 N. Industrial,GARVIN COUNTY,34.84095,-97.61587,211130,W-ONSH,"124,169.28","31,434.50","92,723.75",11.03,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012873,,"Lonestar Resources 220 Gulf Coast Basin (LA, TX)","220 - Gulf Coast Basin (LA, TX)",Fort Worth,TX,76107,"600 Bailey Avenue, Suite 200",,32.737615,-97.3840729,211120,W-ONSH,"121,586.77","92,105.60","29,432.00",49.17,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009762,110055517757,Luff Exploration Company - 395 - Williston Basin,395 - Williston Basin,Denver,CO,80203,"1580 Lincoln Street, Suite 850",DENVER COUNTY,39.74138,-104.98613,211120,W-ONSH,"34,320.06","32,684.00","1,623.25",12.81,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013742,,Luxe 430 Permian Basin,430 - Permian Basin,Denver,CO,80202,"1401 17th St, Ste. 1000",,30.3969,-97.851768,211130,W-ONSH,"212,469.17","178,327.80","34,032.00",109.37,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004628,110010481950,MACPHERSON OIL COMPANY,745 - San Joaquin Basin,BAKERSFIELD,CA,93308,24118 Round Mountain Road,KERN COUNTY,35.491718,-118.934479,211120,W-ONSH,"68,050.35","67,155.00",857.50,37.85,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010837,110056382356,MATADOR PRODUCTION COMPANY,"220 - Gulf Coast Basin (LA, TX)",DALLAS,TX,75240,"5400 LBJ FREEWAY, STE 1500",DALLAS COUNTY,32.925467,-96.81659,211120,W-ONSH,"75,955.13","36,276.00","39,661.25",17.88,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010320,110043800875,MAVERICK- BASIN 305 PRODUCTION,305 - Michigan Basin,GAYLORD,MI,49735,1165 ELKVIEW DRIVE,OTSEGO COUNTY,45.01368,-84.67351,211130,W-ONSH,"58,940.48","30,952.70","27,970.50",17.28,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009274,110022872159,MERIT ENERGY CO LLC 360 ANADARKO BASIN,360 - Anadarko Basin,DALLAS,TX,75240,"13727 NOEL ROAD, SUITE 1200",DALLAS COUNTY,32.93476,-96.81801,211130,W-ONSH,"114,611.95","11,399.90","103,204.00",8.05,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013285,,MFEU-Uinta Basin Production,575 - Uinta Basin,Vernal,UT,84078,11002 East 17500 South,,40.38956,-109.097,211120,W-ONSH,"164,657.58","5,543.70","159,103.75",10.13,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013325,110070525507,Magnolia O&G Corp 220 Gulf Coast Basin,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77046,"Nine Greenway Plaza, Suite 1300",HARRIS COUNTY,29.73177,-95.43444,211130,W-ONSH,"314,318.89","220,475.10","93,671.25",172.54,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013918,,Mallard Exploration LLC,540 - Denver Basin,Denver,CO,80202,1400 16th St. #300,,39.7500670550413,-104.998849144604,211120,W-ONSH,"30,327.61","26,311.10","3,965.25",51.26,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009353,110055516400,Marathon Oil Anadarko Basin (AAPG 360),360 - Anadarko Basin,Oklahoma City,OK,73132,7301 NW Expressway,OKLAHOMA COUNTY,35.558773,-97.638537,211120,W-ONSH,"219,358.75","159,209.10","60,105.25",44.40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008173,110055512547,"Marathon Oil Corporation Williston Basin, AAPG Basin 395",395 - Williston Basin,Dickinson,ND,58601,3172 Highway 22 North,STARK COUNTY,46.95245,-102.78972,211120,W-ONSH,"1,649,011.05","1,545,867.30","102,457.75",686.00,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008293,110034761103,Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77056,5555 San Felipe,,29.54584,-98.58896,211120,W-ONSH,"467,655.73","277,312.70","189,959.50",383.53,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013038,,Marathon Oil Permian (AAPG Basin Number 430),430 - Permian Basin,Carlsbad,NM,88220,2423 Bonita Street,,32.901819901,-103.855895923999,211120,W-ONSH,"332,671.04","263,696.10","68,734.75",240.19,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008383,110055513172,Marathon Oil So. Oklahoma Folded Belt (AAPG 350),350 - South Oklahoma Folded Belt,Oklahoma City,OK,73132,"7301 NW Expressway, Suite 225",OKLAHOMA COUNTY,35.558773,-97.638537,211120,W-ONSH,"90,966.43","76,826.20","14,062.75",77.48,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012068,110067543545,Matador Production Company - Permian Basin,430 - Permian Basin,Dallas,TX,75240,"5400 LBJ Freeway, Suite 1500",,32.924583,-96.816715,211120,W-ONSH,"724,726.62","577,406.20","146,816.50",503.92,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008588,110055513724,"Merit Energy Arkoma Basin, AAPG Basin 345",345 - Arkoma Basin,Dallas,TX,75240,13727 Noel Drive,HARRIS COUNTY,29.752863,-95.459685,211130,W-ONSH,"234,169.96","19,450.80","214,705.75",13.41,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000435,110055506420,Merit Energy Co. South Texas 220 Gulf Coast Basin,"220 - Gulf Coast Basin (LA, TX)",Dallas,TX,75240,"13727 Noel Road, Suite 1200",HIDALGO COUNTY,26.19857,-98.22361,211130,W-ONSH,"295,413.67","76,192.80","219,172.00",48.87,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013833,,Mewbourne Oil Company - Anadarko Basin 360,360 - Anadarko Basin,Perryton,TX,79070,1101 NE 6th Ave,,36.4068616888074,-100.784907669667,211120,W-ONSH,"319,792.18","140,025.50","179,681.75",84.93,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013845,,Mewbourne Oil Company - Permian Basin 430,430 - Permian Basin,Hobbs,NM,88240,"4801 Business Park Blvd, Hobbs, NM 88240",,32.7599498199006,-103.197900155813,211120,W-ONSH,"436,534.70","320,686.90","115,684.50",163.30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008506,110055513555,Mid-Gulf Coast Basin Code 210,210 - Mid-Gulf Coast Basin,Jackson,MS,39201,217 W. capitol St,HINDS COUNTY,32.30052,-90.19011,211120,W-ONSH,"46,221.58","36,549.10","9,654.00",18.48,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010318,110055520379,"Mission Creek OpCo, LLC - Arkla Basin",230 - Arkla Basin,Stamps,AR,71860,213 Lafayette County 36,LAFAYETTE COUNTY,33.310999,-93.490239,211130,"UU,W-ONSH","31,360.80",264.50,"31,096.00",0.30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012048,110067543992,Missouri River Resources Williston Basin 395,395 - Williston Basin,New Town,ND,58763,330 Main Street,,47.979964,-102.48684,211120,W-ONSH,"18,516.79","16,973.80","1,533.75",9.24,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013938,,Monadnock Resources 430 Permian Basin,430 - Permian Basin,Addison,TX,75001,5052 Addison Circle,,32.9626945217258,-96.8236295937888,211120,W-ONSH,"30,215.31","27,393.80","2,807.50",14.01,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011978,110058238884,Morningstar Operating LLC – SAN JUAN BASIN 580,580 - San Juan Basin,Fort Worth,TX,76102,400 West 7th Street,TARRANT COUNTY,32.75139,-97.33245,211130,W-ONSH,"175,736.87","7,279.00","168,454.00",3.87,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010002,110055518630,Murex Petroleum Corporation - Williston Basin 395,395 - Williston Basin,Houston,TX,77060,363 N Sam Houston Pkwy E Ste 200,HARRIS COUNTY,29.939949,-95.398426,211130,W-ONSH,"68,896.54","63,855.00","5,010.25",31.29,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008113,110037944829,MurphyE&P-220,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77024,9805 Katy Freeway Suite G-200,HARRIS COUNTY,29.7854,-95.66598,211120,W-ONSH,"86,025.51","34,183.90","51,768.00",73.61,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009436,110003585273,Muskegon Development Company,305 - Michigan Basin,Mount Pleasant,MI,48858,1425 S Mission Rd,ISABELLA COUNTY,43.621474,-84.767905,211120,W-ONSH,"53,090.14","35,639.20","17,426.50",24.44,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013268,,"NP Resources, LLC - Williston Basin",395 - Williston Basin,Denver,CO,80202,"1600 Broadway, Suite 2450",,39.7423963231188,-104.986997631111,211120,W-ONSH,"25,463.84","24,093.00","1,362.50",8.34,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009686,110045659140,Nadel and Gussman Ruston Arkla Basin No. 230,230 - Arkla Basin,Tulsa,OK,74103,"15 E 5th St, Suite 3200",TULSA COUNTY,36.151561,-95.989756,211130,W-ONSH,"51,224.34","12,727.60","38,487.50",9.24,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009582,,Naftex Operating Company,745 - San Joaquin Basin,Bakersfield,CA,93307,14333 Breckenridge Rd.,,35.2421103,-118.9761519,211120,W-ONSH,"32,216.08","32,173.40",24.50,18.18,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010505,110011798028,"Nine Point Energy, LLC",395 - Williston Basin,Denver,CO,80202,"1001 17th Street, Suite 1400",DENVER COUNTY,39.74948,-104.99537,211120,W-ONSH,"166,297.40","146,439.00","19,784.50",73.90,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013222,,"Noble Energy, Inc. - Permian Basin 430",430 - Permian Basin,Houston,TX,77070,1001 Noble Energy Way,,31.10577,-103.86,211130,W-ONSH,"204,011.77","152,152.20","51,699.25",160.32,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012537,,Northeast Natural Energy LLC,160A - Appalachian Basin (Eastern Overthrust Area),Charleston,WV,25301,"707 Virginia Street East, Suite 1200",,38.3517112,-81.6336474,211130,W-ONSH,"64,085.52","36,462.30","27,581.50",41.72,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009830,110010671647,Northwoods Energy (Basin 515) Powder River Basin,515 - Powder River Basin,Denver,CO,80202,"1225 17th Street, Suite 1100",DENVER COUNTY,39.74454,-104.98486,211120,W-ONSH,"40,493.26","36,789.50","3,683.50",20.26,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009139,110055516035,OGRIS Operating LLC,455 - Las Vegas-Raton Basin,Trinidad,CO,81082,21603 State Highway 12,SAN JUAN COUNTY,36.7561,-108.05952,211130,W-ONSH,"86,570.00","52,774.70","33,757.75",37.55,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012816,110070082513,"ORX Resources, LLC - Gulf Coast Basin (220)","220 - Gulf Coast Basin (LA, TX)",New Orleans,LA,70130,"400 Poydras Street, Suite 1100",,29.9335594,-90.0700051,211120,W-ONSH,"15,444.95","12,455.80","2,982.00",7.15,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010325,110043477573,Oasis Petroleum,395 - Williston Basin,Houston,TX,77002,"1001 Fannin, Suite 1500",HARRIS COUNTY,29.75608,-95.36433,211120,W-ONSH,"441,987.44","410,869.70","30,908.25",209.49,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013393,110070149331,Oasis Petroleum Permian LLC,430 - Permian Basin,HOUSTON,TX,77002,1001 FANNIN ST STE 1500,HARRIS COUNTY,29.75608,-95.36433,211120,W-ONSH,"95,208.68","81,631.10","13,536.75",40.83,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008331,,Ovintiv USA Inc - Permian Basin,430 - Permian Basin,Denver,CO,80202,"370 17th Street, Suite 1700",,39.7541032,-105.0002242,211120,W-ONSH,"489,686.29","431,952.50","57,322.25",411.54,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008134,110055512388,Ovintiv USA Inc. 350.South Oklahoma Folded Belt,350 - South Oklahoma Folded Belt,The Woodlands,TX,77380,"4 Waterway Square Place, Ste 100",MONTGOMERY COUNTY,30.16047,-95.455938,211120,W-ONSH,"54,502.70","44,267.90","10,212.75",22.05,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009115,110055512388,Ovintiv USA Inc. 355.Chautauqua Platform,355 - Chautauqua Platform,The Woodlands,TX,77380,"4 Waterway Square Place, Ste 100",MONTGOMERY COUNTY,30.16047,-95.455938,211120,W-ONSH,"55,801.11","52,641.20","3,109.25",50.66,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009260,110055512388,Ovintiv USA Inc. 360.Anadarko Basin,360 - Anadarko Basin,The Woodlands,TX,77380,"4 Waterway Square Place, Ste 100",MONTGOMERY COUNTY,30.16047,-95.455938,211120,W-ONSH,"322,405.97","292,933.60","29,088.25",384.12,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009261,110055512388,Ovintiv USA Inc. 395.Williston Basin,395 - Williston Basin,The Woodlands,TX,77380,"4 Waterway Square Place, Suite 100",MONTGOMERY COUNTY,30.16047,-95.455938,211120,W-ONSH,"300,182.37","280,463.40","19,610.50",108.47,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008407,110055512388,Ovintiv USA Inc. 575.Uinta,575 - Uinta Basin,The Woodlands,TX,77380,"4 Waterway Square Place, Ste 100",MONTGOMERY COUNTY,30.16047,-95.455938,211120,W-ONSH,"93,590.51","44,519.10","49,028.50",42.91,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008053,110055512093,Own Resources Operating LLC,540 - Denver Basin,Spring,TX,77831,38 Palmer Crest Ct,YELLOWSTONE COUNTY,45.78413,-108.56738,211130,W-ONSH,"49,282.28","17,302.70","31,969.75",9.83,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008141,110022871800,Oxy Permian Basin - 430,430 - Permian Basin,Midland,TX,79706,6001 Deauville Blvd,MIDLAND COUNTY,32.02994,-102.08741,211120,W-ONSH,"3,221,437.48","1,113,111.40","2,107,191.00","1,135.08",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
